source_clip_id,canonical_class,provider,subset,speaker_id,chapter_id,utterance_id,base_clip_id,split,original_path,original_duration_sec,crop_start_sec,crop_end_sec,prepared_path,prepared_sha256,sample_rate_hz,channels,samples,dtype,window_rms,window_peak,active_fraction,active_span_sec,longest_active_gap_sec,technical_qc_status,semantic_qc_status
libritts:6454:93938:6454_93938_000029_000001,speech,LibriTTS,train-clean-100,6454,93938,6454_93938_000029_000001,libritts:6454:93938:6454_93938_000029_000001,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/6454/93938/6454_93938_000029_000001.wav,9.92,0.1,5.1,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/6454_93938_6454_93938_000029_000001.wav,77e045acaca5c3ba5623034dd9c18ea9e95d88b249910be2230b522988c5be40,24000,1,120000,float32,0.09467720182545952,0.70196533203125,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:226:122538:226_122538_000028_000000,speech,LibriTTS,train-clean-100,226,122538,226_122538_000028_000000,libritts:226:122538:226_122538_000028_000000,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/226/122538/226_122538_000028_000000.wav,13.59,5.4,10.4,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/226_122538_226_122538_000028_000000.wav,a209a0487c8ef5c4c468cfb9056ed842d4b73cce37041ed912f5efe7c2660c99,24000,1,120000,float32,0.04204064424013273,0.49786376953125,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:8095:274345:8095_274345_000023_000005,speech,LibriTTS,train-clean-100,8095,274345,8095_274345_000023_000005,libritts:8095:274345:8095_274345_000023_000005,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/8095/274345/8095_274345_000023_000005.wav,23.57,6.8,11.8,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/8095_274345_8095_274345_000023_000005.wav,e3a2a4e53cdc3d1e85400f4340fa8a9b0606ae56c4172919cc5c997dc30bbebe,24000,1,120000,float32,0.06614992768835724,0.477630615234375,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:5163:39921:5163_39921_000017_000003,speech,LibriTTS,train-clean-100,5163,39921,5163_39921_000017_000003,libritts:5163:39921:5163_39921_000017_000003,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/5163/39921/5163_39921_000017_000003.wav,5.82,0.0,5.0,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/5163_39921_5163_39921_000017_000003.wav,80198421f8e06a6df8e15f2953b728ba0101ea37c3bd72ec3977a8f7c82ec18d,24000,1,120000,float32,0.06988911620848934,0.818328857421875,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:4340:15220:4340_15220_000076_000001,speech,LibriTTS,train-clean-100,4340,15220,4340_15220_000076_000001,libritts:4340:15220:4340_15220_000076_000001,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/4340/15220/4340_15220_000076_000001.wav,13.150041666666667,6.3,11.3,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/4340_15220_4340_15220_000076_000001.wav,d5ceae035aa1e01da58b084c05238ed54642310bc5b7fbe7a4d3966e6325abb7,24000,1,120000,float32,0.05294205918109456,0.461517333984375,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:302:123504:302_123504_000007_000001,speech,LibriTTS,train-clean-100,302,123504,302_123504_000007_000001,libritts:302:123504:302_123504_000007_000001,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/302/123504/302_123504_000007_000001.wav,16.16,0.0,5.0,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/302_123504_302_123504_000007_000001.wav,2183e5eba6877bf546562d8b6735973bb0018772dd16ec71b1b1cd43328e0c3d,24000,1,120000,float32,0.0770860501212298,0.643341064453125,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:6078:54013:6078_54013_000060_000002,speech,LibriTTS,train-clean-100,6078,54013,6078_54013_000060_000002,libritts:6078:54013:6078_54013_000060_000002,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/6078/54013/6078_54013_000060_000002.wav,14.4,8.9,13.9,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/6078_54013_6078_54013_000060_000002.wav,fc385e179c0c326621ff67d1049e074575a87def338e103306702141a88139e2,24000,1,120000,float32,0.06203521752454792,0.588409423828125,0.98,4.800000000000001,0.1999999999999993,PASS,CORPUS_STRONG_LABEL
libritts:587:54108:587_54108_000035_000006,speech,LibriTTS,train-clean-100,587,54108,587_54108_000035_000006,libritts:587:54108:587_54108_000035_000006,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/587/54108/587_54108_000035_000006.wav,9.68,2.7,7.7,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/587_54108_587_54108_000035_000006.wav,006f5fdc25768061520f138c9c0386471b93c35a883b299708073055ab540803,24000,1,120000,float32,0.04598639631786112,0.608123779296875,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:3607:29116:3607_29116_000055_000002,speech,LibriTTS,train-clean-100,3607,29116,3607_29116_000055_000002,libritts:3607:29116:3607_29116_000055_000002,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/3607/29116/3607_29116_000055_000002.wav,11.86,0.1,5.1,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/3607_29116_3607_29116_000055_000002.wav,638d80ae776698213a184e493838a6c862f7af0a84929641a389f9509645f058,24000,1,120000,float32,0.04121414160739724,0.4482421875,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:8088:284756:8088_284756_000125_000004,speech,LibriTTS,train-clean-100,8088,284756,8088_284756_000125_000004,libritts:8088:284756:8088_284756_000125_000004,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/8088/284756/8088_284756_000125_000004.wav,6.570083333333334,0.1,5.1,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/8088_284756_8088_284756_000125_000004.wav,f598d426e94321e5a7c5fdff828d7ce6af581e0ccf3775e19a91ab32285bd9d5,24000,1,120000,float32,0.0534559765193266,0.374481201171875,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:1246:124550:1246_124550_000012_000002,speech,LibriTTS,train-clean-100,1246,124550,1246_124550_000012_000002,libritts:1246:124550:1246_124550_000012_000002,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/1246/124550/1246_124550_000012_000002.wav,6.2,0.1,5.1,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/1246_124550_1246_124550_000012_000002.wav,b04ea22ef39e3da7b51aa17c4b5bd89594c93a2302193cfbb9207f833629fa11,24000,1,120000,float32,0.12393750829583985,0.670562744140625,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:6415:111615:6415_111615_000021_000003,speech,LibriTTS,train-clean-100,6415,111615,6415_111615_000021_000003,libritts:6415:111615:6415_111615_000021_000003,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/6415/111615/6415_111615_000021_000003.wav,17.780041666666666,6.8,11.8,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/6415_111615_6415_111615_000021_000003.wav,0295664c87747d410907bb7750fd579f7ef90d05c414eac2cccd00dc7178c441,24000,1,120000,float32,0.10699275062143321,0.839385986328125,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:2893:139322:2893_139322_000007_000000,speech,LibriTTS,train-clean-100,2893,139322,2893_139322_000007_000000,libritts:2893:139322:2893_139322_000007_000000,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/2893/139322/2893_139322_000007_000000.wav,14.4,4.6,9.6,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/2893_139322_2893_139322_000007_000000.wav,a3304bc76b4268bffe1a08a9cf899ebc9c52cb400c33250cccfdbe0f0f652f11,24000,1,120000,float32,0.05849010890246859,0.5516357421875,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:40:222:40_222_000009_000000,speech,LibriTTS,train-clean-100,40,222,40_222_000009_000000,libritts:40:222:40_222_000009_000000,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/40/222/40_222_000009_000000.wav,8.98,3.6,8.6,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/40_222_40_222_000009_000000.wav,04717ccf16abaca3f21d313944401a02630429d54e985a137d44d60760f63537,24000,1,120000,float32,0.0675853436096494,0.750030517578125,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:5322:7678:5322_7678_000006_000013,speech,LibriTTS,train-clean-100,5322,7678,5322_7678_000006_000013,libritts:5322:7678:5322_7678_000006_000013,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/5322/7678/5322_7678_000006_000013.wav,19.45,7.8,12.8,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/5322_7678_5322_7678_000006_000013.wav,5948af2bc0b4c4729dd87aa96c99a736ff70048755649ceb8eacf98fa19c2ca1,24000,1,120000,float32,0.06365968069062392,0.873687744140625,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:1183:128659:1183_128659_000017_000000,speech,LibriTTS,train-clean-100,1183,128659,1183_128659_000017_000000,libritts:1183:128659:1183_128659_000017_000000,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/1183/128659/1183_128659_000017_000000.wav,5.91,0.1,5.1,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/1183_128659_1183_128659_000017_000000.wav,fd270d2ee38c492b2b9dccf1959d57e94710674a0b4543c3e68fd7053f4c1133,24000,1,120000,float32,0.06260921436136409,0.9012451171875,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:7226:86965:7226_86965_000019_000004,speech,LibriTTS,train-clean-100,7226,86965,7226_86965_000019_000004,libritts:7226:86965:7226_86965_000019_000004,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/7226/86965/7226_86965_000019_000004.wav,7.759916666666666,0.2,5.2,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/7226_86965_7226_86965_000019_000004.wav,9f219ef328ba155878c4ecbc792f6118db4aac6f6ebd91e1859bf19dcf9fe665,24000,1,120000,float32,0.054377799081112024,0.34173583984375,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:1334:135589:1334_135589_000015_000000,speech,LibriTTS,train-clean-100,1334,135589,1334_135589_000015_000000,libritts:1334:135589:1334_135589_000015_000000,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/1334/135589/1334_135589_000015_000000.wav,11.73,0.0,5.0,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/1334_135589_1334_135589_000015_000000.wav,481f472543157a2fb2c56e5eee312f9c7f431cae7020a0d1743f2ce104cfed90,24000,1,120000,float32,0.0528579280543252,0.568359375,0.88,4.0,1.0,PASS,CORPUS_STRONG_LABEL
libritts:6064:56168:6064_56168_000016_000001,speech,LibriTTS,train-clean-100,6064,56168,6064_56168_000016_000001,libritts:6064:56168:6064_56168_000016_000001,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/6064/56168/6064_56168_000016_000001.wav,9.51,0.0,5.0,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/6064_56168_6064_56168_000016_000001.wav,7ed55487e7514d4d1ac03f8779a27d95978a812130e4e6f05f5096e1ceea8d67,24000,1,120000,float32,0.053207196178298055,0.57757568359375,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:8226:274371:8226_274371_000017_000003,speech,LibriTTS,train-clean-100,8226,274371,8226_274371_000017_000003,libritts:8226:274371:8226_274371_000017_000003,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/8226/274371/8226_274371_000017_000003.wav,16.06,0.0,5.0,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/8226_274371_8226_274371_000017_000003.wav,9cfcfc1e6b2b5cc38910f6d90ed92d909579a9cd154a1eca6d461e6d34478b6f,24000,1,120000,float32,0.07707748808142667,0.61968994140625,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:78:369:78_369_000017_000001,speech,LibriTTS,train-clean-100,78,369,78_369_000017_000001,libritts:78:369:78_369_000017_000001,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/78/369/78_369_000017_000001.wav,18.100041666666666,0.0,5.0,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/78_369_78_369_000017_000001.wav,8624e38785a3f90894afe13ec0337d6e6aead019b7a394b58bfc11198ad274c4,24000,1,120000,float32,0.08561807659904752,0.70068359375,0.96,4.800000000000001,0.1999999999999993,PASS,CORPUS_STRONG_LABEL
libritts:5808:54425:5808_54425_000049_000000,speech,LibriTTS,train-clean-100,5808,54425,5808_54425_000049_000000,libritts:5808:54425:5808_54425_000049_000000,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/5808/54425/5808_54425_000049_000000.wav,8.020041666666666,2.8,7.8,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/5808_54425_5808_54425_000049_000000.wav,488c97d268e37cae96dfb0ef221213251a07613633c601c50bf3bcf55c35e24f,24000,1,120000,float32,0.09980092737093282,0.704620361328125,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:8838:298545:8838_298545_000000_000007,speech,LibriTTS,train-clean-100,8838,298545,8838_298545_000000_000007,libritts:8838:298545:8838_298545_000000_000007,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/8838/298545/8838_298545_000000_000007.wav,16.13,3.7,8.7,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/8838_298545_8838_298545_000000_000007.wav,8e29534652298979bc211ed85f586813607390b3cede4033f4313fb7dd9a645e,24000,1,120000,float32,0.06621547248482351,0.457244873046875,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:4788:294466:4788_294466_000002_000001,speech,LibriTTS,train-clean-100,4788,294466,4788_294466_000002_000001,libritts:4788:294466:4788_294466_000002_000001,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/4788/294466/4788_294466_000002_000001.wav,6.58,0.0,5.0,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/4788_294466_4788_294466_000002_000001.wav,482f6602519486c73d55feb4a39a0eed377bb52b7542b28b24c809c7252dc18c,24000,1,120000,float32,0.11689598580239283,0.539581298828125,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:1743:142914:1743_142914_000001_000002,speech,LibriTTS,train-clean-100,1743,142914,1743_142914_000001_000002,libritts:1743:142914:1743_142914_000001_000002,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/1743/142914/1743_142914_000001_000002.wav,5.67,0.2,5.2,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/1743_142914_1743_142914_000001_000002.wav,0d8ce131a0382ddb39e237490199abcdc13dc0c277d33d050cc0a8bd34c10c93,24000,1,120000,float32,0.04996403725881032,0.38031005859375,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:6367:65536:6367_65536_000003_000002,speech,LibriTTS,train-clean-100,6367,65536,6367_65536_000003_000002,libritts:6367:65536:6367_65536_000003_000002,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/6367/65536/6367_65536_000003_000002.wav,12.67,1.8,6.8,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/6367_65536_6367_65536_000003_000002.wav,d0fdfe958673b040728cb2c863f5f26240cb54eba385792b4a2ec68f62fee90f,24000,1,120000,float32,0.14858534393076114,0.64373779296875,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:887:123291:887_123291_000015_000003,speech,LibriTTS,train-clean-100,887,123291,887_123291_000015_000003,libritts:887:123291:887_123291_000015_000003,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/887/123291/887_123291_000015_000003.wav,18.98,13.7,18.7,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/887_123291_887_123291_000015_000003.wav,edb202fbdbb07e7f5f708edfab5025f32f72cc31a6d4fdec8d2ab1785f91ef96,24000,1,120000,float32,0.05459204899528255,0.51727294921875,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:83:3054:83_3054_000005_000000,speech,LibriTTS,train-clean-100,83,3054,83_3054_000005_000000,libritts:83:3054:83_3054_000005_000000,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/83/3054/83_3054_000005_000000.wav,23.64,1.6,6.6,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/83_3054_83_3054_000005_000000.wav,bb16f2c7e25e19ecd29e85de81311700b89f8a9f66ac7ae6492d10e477487573,24000,1,120000,float32,0.06702005392318215,0.599822998046875,0.94,4.3,0.7000000000000002,PASS,CORPUS_STRONG_LABEL
libritts:5678:43302:5678_43302_000019_000000,speech,LibriTTS,train-clean-100,5678,43302,5678_43302_000019_000000,libritts:5678:43302:5678_43302_000019_000000,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/5678/43302/5678_43302_000019_000000.wav,11.98,0.8,5.8,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/5678_43302_5678_43302_000019_000000.wav,1a13bf4707274b79a8e750bf331bfdff572aae1f37cd221ef8f60eaa64b24c93,24000,1,120000,float32,0.0836079809376732,0.701690673828125,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:1963:142393:1963_142393_000009_000002,speech,LibriTTS,train-clean-100,1963,142393,1963_142393_000009_000002,libritts:1963:142393:1963_142393_000009_000002,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/1963/142393/1963_142393_000009_000002.wav,20.4,0.1,5.1,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/1963_142393_1963_142393_000009_000002.wav,bb3ad96aeb57bd9da04640acbb3582f68942869e80d14c84633b384972c0076d,24000,1,120000,float32,0.09636912197260479,0.576324462890625,0.9,4.2,0.7999999999999998,PASS,CORPUS_STRONG_LABEL
libritts:2416:152137:2416_152137_000020_000000,speech,LibriTTS,train-clean-100,2416,152137,2416_152137_000020_000000,libritts:2416:152137:2416_152137_000020_000000,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/2416/152137/2416_152137_000020_000000.wav,6.38,0.0,5.0,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/2416_152137_2416_152137_000020_000000.wav,459fe9a2ff6741731475865b0a421c088389e75e554879960121f5f95ef3931b,24000,1,120000,float32,0.07740283808760698,0.495025634765625,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:7794:295948:7794_295948_000009_000001,speech,LibriTTS,train-clean-100,7794,295948,7794_295948_000009_000001,libritts:7794:295948:7794_295948_000009_000001,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/7794/295948/7794_295948_000009_000001.wav,18.61,0.1,5.1,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/7794_295948_7794_295948_000009_000001.wav,b908a4e8778f61d933df6dc4f95fac5a55ff5dfaca198c9170919e4250784e84,24000,1,120000,float32,0.08604369408893937,0.338897705078125,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:4088:158077:4088_158077_000061_000000,speech,LibriTTS,train-clean-100,4088,158077,4088_158077_000061_000000,libritts:4088:158077:4088_158077_000061_000000,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/4088/158077/4088_158077_000061_000000.wav,25.959958333333333,19.5,24.5,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/4088_158077_4088_158077_000061_000000.wav,0fd37dd187964422ce21e2116f660f8402f47dc532307b838aa81a53ac622818,24000,1,120000,float32,0.0636154593031985,0.31219482421875,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:1578:140049:1578_140049_000008_000000,speech,LibriTTS,train-clean-100,1578,140049,1578_140049_000008_000000,libritts:1578:140049:1578_140049_000008_000000,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/1578/140049/1578_140049_000008_000000.wav,9.82,0.1,5.1,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/1578_140049_1578_140049_000008_000000.wav,b52c7cdd387d45a464e38a814e7e28240f318a33fae98904c0b384ac39248b51,24000,1,120000,float32,0.0784302479167463,0.612701416015625,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:3983:5371:3983_5371_000003_000002,speech,LibriTTS,train-clean-100,3983,5371,3983_5371_000003_000002,libritts:3983:5371:3983_5371_000003_000002,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/3983/5371/3983_5371_000003_000002.wav,12.42,6.7,11.7,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/3983_5371_3983_5371_000003_000002.wav,25d5697b9a7eb119f120d4dda7beedda1596bb0d82349f9130e180aae494571d,24000,1,120000,float32,0.06083903646966803,0.508941650390625,0.94,4.2,0.7999999999999998,PASS,CORPUS_STRONG_LABEL
libritts:4014:186176:4014_186176_000007_000001,speech,LibriTTS,train-clean-100,4014,186176,4014_186176_000007_000001,libritts:4014:186176:4014_186176_000007_000001,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/4014/186176/4014_186176_000007_000001.wav,15.21,7.3,12.3,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/4014_186176_4014_186176_000007_000001.wav,c2cc823da5ed7fb900ec4ca5a882d1bad33694ea2110cfdf7409636b7a545c80,24000,1,120000,float32,0.07069553870591118,0.542999267578125,0.96,4.6000000000000005,0.39999999999999947,PASS,CORPUS_STRONG_LABEL
libritts:6848:76049:6848_76049_000001_000003,speech,LibriTTS,train-clean-100,6848,76049,6848_76049_000001_000003,libritts:6848:76049:6848_76049_000001_000003,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/6848/76049/6848_76049_000001_000003.wav,19.23,0.0,5.0,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/6848_76049_6848_76049_000001_000003.wav,fc0d435f3f22be1dca7f6e0857f5c59a703f0e5dbe0e1991f366db2b59035b0a,24000,1,120000,float32,0.08555131607733765,0.438812255859375,0.92,4.4,0.5999999999999996,PASS,CORPUS_STRONG_LABEL
libritts:5022:29405:5022_29405_000004_000001,speech,LibriTTS,train-clean-100,5022,29405,5022_29405_000004_000001,libritts:5022:29405:5022_29405_000004_000001,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/5022/29405/5022_29405_000004_000001.wav,9.98,2.5,7.5,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/5022_29405_5022_29405_000004_000001.wav,8a4a1905577e6d5ac3dc29859cb5155d7ce557f136d6e4c4b112d21497558b80,24000,1,120000,float32,0.07735601726851893,0.527740478515625,0.94,4.7,0.2999999999999998,PASS,CORPUS_STRONG_LABEL
libritts:8465:246940:8465_246940_000032_000005,speech,LibriTTS,train-clean-100,8465,246940,8465_246940_000032_000005,libritts:8465:246940:8465_246940_000032_000005,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/8465/246940/8465_246940_000032_000005.wav,20.06,1.9,6.9,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/8465_246940_8465_246940_000032_000005.wav,967737fab8fc7409e3567b0af6d0a8dd52fdad02e82ff91b84c3f623e80cd151,24000,1,120000,float32,0.10459702771210837,0.769500732421875,1.0,5.0,0.0,PASS,CORPUS_STRONG_LABEL
libritts:2843:152918:2843_152918_000008_000004,speech,LibriTTS,train-clean-100,2843,152918,2843_152918_000008_000004,libritts:2843:152918:2843_152918_000008_000004,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/2843/152918/2843_152918_000008_000004.wav,8.86,0.0,5.0,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/2843_152918_2843_152918_000008_000004.wav,cf12fa24207dda6d19bf080aa052ddf8254b6276c5e5c472029067db6971c72b,24000,1,120000,float32,0.053667732926779996,0.633575439453125,0.96,4.800000000000001,0.1999999999999993,PASS,CORPUS_STRONG_LABEL
libritts:5456:24741:5456_24741_000005_000001,speech,LibriTTS,train-clean-100,5456,24741,5456_24741_000005_000001,libritts:5456:24741:5456_24741_000005_000001,train,/home/leiyuxin/soundspaces/source_assets/libritts/LibriTTS/train-clean-100/5456/24741/5456_24741_000005_000001.wav,8.67,0.0,5.0,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/speech_libritts_train_clean_100_v1/audio/train/5456_24741_5456_24741_000005_000001.wav,931f3c1829719d7d03de410fd21c6da86a45a7cfa01410ad6d53e7768a029a6d,24000,1,120000,float32,0.06302429775905115,0.414520263671875,0.96,4.1000000000000005,0.8999999999999995,PASS,CORPUS_STRONG_LABEL
