episode_id,class_id,scene_id,scene_family,split,source_clip_id,base_clip_id,source_dataset,source_gain_db,source_offset_sec,distance_m,azimuth_project_deg,elevation_project_deg,wav_binaural_path,wav_foa_path,dry_source_path,dry_rms,dry_peak,timeline_rms_before_gain,gained_timeline_rms,binaural_final_rms,foa_final_rms,binaural_rir_energy,foa_rir_energy,direct_foa_status,direct_foa_angular_error_deg,direct_foa_expected_azimuth,direct_foa_estimated_azimuth,direct_binaural_early_ild_db,human_listening_status,semantic_review_status
clsdoa_v1_pilot_004_ep_000401,5,replica.apartment_1,Replica,train,DESED isolated foreground:124810,desed:train:124810,DESED isolated foreground,2.8988307863709446,3.4371450252212385,1.46060173430602,-22.5,0.0,audio/binaural/clsdoa_v1_pilot_004_ep_000401.wav,audio/foa/clsdoa_v1_pilot_004_ep_000401.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/speech/desed__train__124810.wav,0.02575520304423044,0.29457953572273254,0.012381709507402123,0.01728710003479553,0.013599002851618875,0.00461025884859527,0.7525508850514798,0.20276258017836538,PASS,164.01370870531304,22.49999999999999,-173.486291294687,-0.9803226261384651,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000429,5,mp3d.Pm6F8kyY3z2,MP3D,train,DESED isolated foreground:236487,desed:eval:236487,DESED isolated foreground,4.531213768401367,2.5852277606381064,2.67743358112006,-157.5,-10.790982908778137,audio/binaural/clsdoa_v1_pilot_004_ep_000429.wav,audio/foa/clsdoa_v1_pilot_004_ep_000429.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/speech/desed__eval__236487.wav,0.0417707187019123,0.2102849930524826,0.016692616111850876,0.02812451806566602,0.062085424188441964,0.01994116337616364,1.0817850741543693,0.242461013049975,PASS,53.25110063158036,157.5,-148.21239534298047,-6.903192772235941,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000481,6,replica.office_0,Replica,train,DESED isolated foreground:60830,desed:train:60830,DESED isolated foreground,-4.439122433904763,0.0,3.7977295349732847,-112.5,-2.103146355263823,audio/binaural/clsdoa_v1_pilot_004_ep_000481.wav,audio/foa/clsdoa_v1_pilot_004_ep_000481.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/running_water/desed__train__60830.wav,0.036770366883578876,0.40377363562583923,0.036770366883578876,0.022056765902739257,0.025079563841511738,0.008788892833277709,3.8271982285456088,0.7791239205323639,PASS,117.69612902715399,112.5,-129.67596737804206,-11.214205694343981,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000509,6,mp3d.EDJbREhghzL,MP3D,train,DESED isolated foreground:49385,desed:train:49385,DESED isolated foreground,-2.9739190251627194,0.0,1.6114864311798702,-67.5,-3.5910805390743152,audio/binaural/clsdoa_v1_pilot_004_ep_000509.wav,audio/foa/clsdoa_v1_pilot_004_ep_000509.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/running_water/desed__train__49385.wav,0.03179673178115999,0.3255297541618347,0.03179673178115999,0.02257805550227718,0.026381708287738156,0.009929090634302818,0.924132987927386,0.2893394712751729,PASS,90.198479860493,67.5,157.92493113317417,3.962540067572733,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000561,7,replica.frl_apartment_1,Replica,train,PSELD-selected FSD50K:174467,fsd50k:174467,PSELD-selected FSD50K,-1.9482459288676628,0.0,2.7699913046516267,157.5,7.533272075678038,audio/binaural/clsdoa_v1_pilot_004_ep_000561.wav,audio/foa/clsdoa_v1_pilot_004_ep_000561.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/frying/fsd50k__174467.wav,0.0318014350171991,0.4141346216201782,0.0318014350171991,0.02541174140602004,0.013591027380353905,0.004665379048017632,0.69248237122674,0.1556611159584543,PASS,55.98285708641693,-157.5,145.98621201621108,6.07570070612228,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000589,7,mp3d.PX4nDJXEHrG,MP3D,train,DESED isolated foreground:417995,desed:eval:417995,DESED isolated foreground,0.9415045043124108,0.0,1.3209183415250638,112.5,7.4426788561420345,audio/binaural/clsdoa_v1_pilot_004_ep_000589.wav,audio/foa/clsdoa_v1_pilot_004_ep_000589.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/frying/desed__eval__417995.wav,0.02608056309013601,0.3831802308559418,0.02608056309013601,0.029066462307798087,0.030661947319295568,0.009884868634658941,3.1138129533187846,0.5798964754918434,PASS,46.24833497155449,-112.5,-65.83556241076191,-11.926385609012218,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000641,8,replica.frl_apartment_1,Replica,train,PSELD-selected FSD50K:52758,fsd50k:52758,PSELD-selected FSD50K,-5.744321383478977,0.0,3.5330978084609943,-22.50000000000003,3.287347381436396,audio/binaural/clsdoa_v1_pilot_004_ep_000641.wav,audio/foa/clsdoa_v1_pilot_004_ep_000641.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/mechanical_fan/fsd50k__52758.wav,0.052496874889608455,0.19243185222148895,0.052496874889608455,0.027096762498860005,0.07694066547647571,0.02681323503755665,0.448491679781236,0.12143358794163246,PASS,170.18499599865353,22.500000000000018,-150.20849413007886,-5.336876477659147,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000669,8,mp3d.5LpN3gDmAk7,MP3D,train,PSELD-selected FSD50K:70083,fsd50k:70083,PSELD-selected FSD50K,-1.7600698900036351,0.0,1.0055632240453367,-22.5,0.0,audio/binaural/clsdoa_v1_pilot_004_ep_000669.wav,audio/foa/clsdoa_v1_pilot_004_ep_000669.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/mechanical_fan/fsd50k__70083.wav,0.05124431364300748,0.22867317497730255,0.05124431364300748,0.04184486769923749,0.014338096004549526,0.00571620460114536,0.21157762634469582,0.05028500595666664,UNAVAILABLE_ZERO_RIR,,,,11.067134832248442,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000721,9,replica.office_0,Replica,train,PSELD-selected FSD50K:94213,fsd50k:94213,PSELD-selected FSD50K,-3.9359473063526798,0.0,3.7977295349732847,-112.5,-2.103146355263823,audio/binaural/clsdoa_v1_pilot_004_ep_000721.wav,audio/foa/clsdoa_v1_pilot_004_ep_000721.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/microwave_oven/fsd50k__94213.wav,0.05717102617505467,0.1766238659620285,0.05717102617505467,0.036339473503835824,0.048662002120881856,0.01734935544538534,3.8271982285456088,0.7791239205323639,PASS,117.69612902715399,112.5,-129.67596737804206,-11.214205694343981,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000749,9,mp3d.QUCTc6BB5sX,MP3D,train,PSELD-selected FSD50K:197130,fsd50k:197130,PSELD-selected FSD50K,2.875821505236481,0.0,5.4013202869625445,22.5,-4.2681209895153875,audio/binaural/clsdoa_v1_pilot_004_ep_000749.wav,audio/foa/clsdoa_v1_pilot_004_ep_000749.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/microwave_oven/fsd50k__197130.wav,0.06000448093992837,0.124543696641922,0.06000448093992837,0.08355544829664703,0.014890446793204792,0.005326979405116556,0.04629958694735933,0.00973575185939564,UNAVAILABLE_ZERO_RIR,,,,-5.144398597179222,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000801,10,replica.apartment_2,Replica,train,DESED isolated foreground:12832,desed:train:12832,DESED isolated foreground,5.04764481888906,1.6965933098235848,3.208284648020208,-67.50000000000001,-16.859259415659917,audio/binaural/clsdoa_v1_pilot_004_ep_000801.wav,audio/foa/clsdoa_v1_pilot_004_ep_000801.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/dishes/desed__train__12832.wav,0.03583909767750442,0.15847283601760864,0.009178121657324427,0.01641103831352025,0.010046444666950177,0.003058252937090758,0.5133455764832597,0.1316424492574945,PASS,47.427921175089125,67.50000000000001,17.801473242949346,4.882352980734673,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000829,10,mp3d.XcA2TqTSSAj,MP3D,train,DESED isolated foreground:80115,desed:train:80115,DESED isolated foreground,-5.66239565222934,1.1470823576246236,3.428976671859509,22.5,-1.5581984978194572,audio/binaural/clsdoa_v1_pilot_004_ep_000829.wav,audio/foa/clsdoa_v1_pilot_004_ep_000829.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/dishes/desed__train__80115.wav,0.022702083632222377,0.25218045711517334,0.012484082001345246,0.0065048432826701865,0.006957485805306651,0.002659410456838858,2.234531492474183,0.5109468267108602,PASS,144.7292163126137,-22.499999999999986,-167.3628035764841,-2.014776024434049,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000881,11,replica.apartment_1,Replica,train,PSELD-selected FSD50K:212038,fsd50k:212038,PSELD-selected FSD50K,-1.1430188312327911,0.0,1.46060173430602,67.5,0.0,audio/binaural/clsdoa_v1_pilot_004_ep_000881.wav,audio/foa/clsdoa_v1_pilot_004_ep_000881.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/printer/fsd50k__212038.wav,0.042542655068667376,0.315880686044693,0.042542655068667376,0.03729697766343522,0.028272905373344377,0.008226343274555965,1.2278573161113842,0.21039534530505447,PASS,15.986291294686964,-67.50000000000001,-83.486291294687,-10.523926847564377,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000909,11,mp3d.ARNzJeq3xxb,MP3D,train,PSELD-selected FSD50K:258148,fsd50k:258148,PSELD-selected FSD50K,0.2355425805469177,0.0,4.4266477876581805,-67.50000000000001,14.38847448908681,audio/binaural/clsdoa_v1_pilot_004_ep_000909.wav,audio/foa/clsdoa_v1_pilot_004_ep_000909.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/printer/fsd50k__258148.wav,0.046247860016567104,0.29671230912208557,0.046247860016567104,0.04751915948147062,0.015321080990371959,0.004970587526729262,0.1833670491336321,0.03271745049523357,PASS,143.5117112534788,67.50000000000001,-89.82480035690939,-10.944453232955638,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000468,5,mp3d.1LXtFkjw3qL,MP3D,val,DESED isolated foreground:106436,desed:train:106436,DESED isolated foreground,-1.725690261757539,0.0877678394635884,4.4651570959679,112.5,51.61416537941575,audio/binaural/clsdoa_v1_pilot_004_ep_000468.wav,audio/foa/clsdoa_v1_pilot_004_ep_000468.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/speech/desed__train__106436.wav,0.043250720803855246,0.23291505873203278,0.020619831228131772,0.016904433016982932,2.679159609237108e-06,1.2091771304158231e-06,3.557073179946106e-08,1.4478006626974538e-08,UNAVAILABLE_ZERO_RIR,,,,-2.199834001755304,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
clsdoa_v1_pilot_004_ep_000868,10,mp3d.1LXtFkjw3qL,MP3D,val,DESED isolated foreground:205016,desed:train:205016,DESED isolated foreground,1.564344145924704,3.566100212414786,4.623594693706671,-112.49999999999999,53.153328117512636,audio/binaural/clsdoa_v1_pilot_004_ep_000868.wav,audio/foa/clsdoa_v1_pilot_004_ep_000868.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/dishes/desed__train__205016.wav,0.027167259912294843,0.23528006672859192,0.006922766551278402,0.008288899587854599,1.0862640188933707e-06,3.5678751252945804e-07,1.6429868366182947e-08,3.855508880063259e-09,UNAVAILABLE_ZERO_RIR,,,,5.81172662811893,HUMAN LISTENING / SEMANTIC REVIEW REQUIRED,UNREVIEWED
