source_clip_id,canonical_class,source_dataset,source_label,original_id,base_clip_id,identity_key,audio_path,canonical_path,canonical_relpath,canonical_wav_sha256,canonical_pcm_sha256,raw_sha256,split,split_version,manual_decision,mapping_type,auto_qc_status,auto_qc_reasons,license_status,license_raw,provenance_source,pretrain_seen_status,resource_status,canonical_sample_rate_hz,canonical_channels,canonical_dtype,canonical_duration_sec,crop_policy,crop_start_sec,crop_end_sec,source_offset_sec,normalization_method,active_rms_before_dbfs,active_rms_after_dbfs,peak_before,peak_after,gain_db,peak_guard_limited,pilot_eligible
ESC-50:102435,clock_alarm,ESC-50,clock_alarm,102435,esc50:102435,ESC-50:esc50:102435,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/2-102435-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__102435.wav,wav/clock_alarm/esc50__102435.wav,fb8d5f805d9c315cc04b9cf53d739fcf32bac2350f85653523b759f3e7000bec,44ca4f3a2d1ebb717678b3e79eb3d589e75159e2275cb6006c3aec53aa1f088b,6917ce398c3cb7cb426c65224f59e63794eeabd732ad2f399c23f5b091bbcd12,train,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=102435 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-8.871713667,-24.000000127,1.400993347,0.245483205,-15.128286333,false,true
ESC-50:169508,clock_alarm,ESC-50,clock_alarm,169508,esc50:169508,ESC-50:esc50:169508,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/4-169508-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__169508.wav,wav/clock_alarm/esc50__169508.wav,6878891c0e2d917a218ff32fe113748e82ea89a9de8550c53afccd66ca051515,50a2a3512848d20c17f23c819fc0299d38f9199d707d0c5c9d04bcf10c6e56ea,1b78f0e61352c9d8d4c95987ba852cc3f9e84c3d6a4f3be7424e2704057570a2,train,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=169508 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-22.289835706,-24.000000127,0.307300985,0.252380461,-1.710164294,false,true
ESC-50:172366,clock_alarm,ESC-50,clock_alarm,172366,esc50:172366,ESC-50:esc50:172366,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/4-172366-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__172366.wav,wav/clock_alarm/esc50__172366.wav,b81ee2f6d763e89466386d4a5fccece2867e4f312fa1f1d14ddaac14707e2f90,53c595f69e7001c8aff7745e9c7d15945b0d767327481a63303374509df4702a,b6d260c3b1823bdd45c9d8968b87a9bc6d57c0b99bfef07362cae506ae38b32a,val,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=172366 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-30.810805641,-24.000000127,0.064036794,0.140271634,6.810805641,false,true
ESC-50:189332,clock_alarm,ESC-50,clock_alarm,189332,esc50:189332,ESC-50:esc50:189332,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/4-189332-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__189332.wav,wav/clock_alarm/esc50__189332.wav,fe4585eccc0d244add74d24026c6e797922f74ee8998ffc5f92633b52604fbc8,c6dbc49ffa891c8ba0293e805aabf860d15ce97f55bfb08ae655a56a825b5370,892a04fea067db4c75b8d8e835a55d852dfd44f96c85c354ee86f5c63ce52721,train,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=189332 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-11.339699216,-24.000000127,0.576175630,0.134134308,-12.660300784,false,true
ESC-50:198841,clock_alarm,ESC-50,clock_alarm,198841,esc50:198841,ESC-50:esc50:198841,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/4-198841-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__198841.wav,wav/clock_alarm/esc50__198841.wav,86d46a8e7125d1a902768bb8605ad4c8778a34f95ca91d4f90e7d4e32770fa18,567e1c4d0564ab14bcf96e6b0dfc9c8f0bff2ab0b704525c3867195f4888d703,49223fa45a7db4a1ca663d7c0f4c2de3e46a76f7f0e740fa5511f1fd3107062c,train,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=198841 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-10.088768564,-24.000001153,1.129040837,0.227587327,-13.911231436,false,true
ESC-50:204684,clock_alarm,ESC-50,clock_alarm,204684,esc50:204684,ESC-50:esc50:204684,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/4-204684-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__204684.wav,wav/clock_alarm/esc50__204684.wav,938a2c30dcef69ee387317114d2a0dda21a6d61835446593e28a1bba8f638c9b,bf0ce0d5d393f0ab803ca3500a306fa9016b3212d167373a303441e413b31bf7,2d2ae2240ee02f8208eab138101ff702013bcc018327bae3aeeae53c2716d04b,train,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=204684 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-24.706568031,-24.000000127,0.306962460,0.332976550,0.706568031,false,true
ESC-50:209536,clock_alarm,ESC-50,clock_alarm,209536,esc50:209536,ESC-50:esc50:209536,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/4-209536-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__209536.wav,wav/clock_alarm/esc50__209536.wav,b7dabc0c2930332c105eca3473cb8eee9a74964d90c00461b134f6a8bb3197e8,9c02aea74a4eaaa0ca646f5e64e61fe0c0b02dcb624a3aa7d6f54cceeb84c6ba,c7d052483af976895f91bc5fc48b32467ac8b3968c47b33daff87c5e93527877,test,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=209536 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-14.953849179,-23.999999102,0.590406716,0.208374113,-9.046150821,false,true
ESC-50:209698,clock_alarm,ESC-50,clock_alarm,209698,esc50:209698,ESC-50:esc50:209698,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/4-209698-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__209698.wav,wav/clock_alarm/esc50__209698.wav,c456dfb12c168c7e310e5786fbc7bfa85ef619e2c10363ddc7ebf6bbf59ed090,241905b2f3bc0d9ee962c12a692d5f735cff3ffa07dafde731c720dbd9933cde,b8b67daf8895617ba9f2b6b266e6cdc32845ddcc9153b017d06874a95d780945,train,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=209698 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-18.168968049,-24.000000127,0.438080788,0.223873451,-5.831031951,false,true
ESC-50:210612,clock_alarm,ESC-50,clock_alarm,210612,esc50:210612,ESC-50:esc50:210612,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/5-210612-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__210612.wav,wav/clock_alarm/esc50__210612.wav,39ce5e1f812f12e0f17f2771f7500cb93347ec62120ac5b5c5fea19878330fe2,cd3745fe0bdb531cf9085b9713e35c30b54b0790d5f9c564d8b8c0e88c03cb5e,c08a0615afcfbe6b30ba536eeb3cc555d4bd25580a36f12f8b32330b83228dfb,val,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=210612 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-11.493399308,-24.000000127,0.948612928,0.224780694,-12.506600692,false,true
ESC-50:211408,clock_alarm,ESC-50,clock_alarm,211408,esc50:211408,ESC-50:esc50:211408,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/5-211408-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__211408.wav,wav/clock_alarm/esc50__211408.wav,d2a5b3398aebdb715bafd4ebab973186d2f091e5e0ea539ae964c90b914fa8c5,f2618af4ac6c3d5bf7966866ad21ce9b3e1d9fc397749cdd4d88a1acd2a096c0,c78db93c244fafc7d835cc32e64959c93ce3fdfc0ffd5b58067cbc99f845a239,train,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=211408 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-21.704288955,-24.000001153,0.362501472,0.278307050,-2.295711045,false,true
ESC-50:219242,clock_alarm,ESC-50,clock_alarm,219242,esc50:219242,ESC-50:esc50:219242,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/5-219242-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__219242.wav,wav/clock_alarm/esc50__219242.wav,aa48c5d9560abfbe1819a5cfbe0cff69d8a3fe26728223a58b433e09d978a2c3,b54c034c82f3ae90f79254f2aad7b89b83aeda2c60139ed3efd3c9d7305f21f1,1c5a500bc3c9d8546bf57377724aad24957d8a8c67cba7c0f3f2d4a4ed7ba9d1,train,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=219242 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-22.189304876,-24.000000127,0.202592373,0.164470628,-1.810695124,false,true
ESC-50:233645,clock_alarm,ESC-50,clock_alarm,233645,esc50:233645,ESC-50:esc50:233645,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/5-233645-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__233645.wav,wav/clock_alarm/esc50__233645.wav,1b280271121e1ad07921ee50ce65c1dac309e6f0113fbe4b85ca60f878a753b9,fbfd8b1ed08ba62c1d3892cff855ada0e18b6edb6187078bcfbe309daa4da07a,218a6463e3618d4cb98a725827dc51901682b6ffcf3c15763c73032870f1ac94,train,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=233645 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-23.097090679,-24.000000127,0.191278189,0.172393143,-0.902909321,false,true
ESC-50:234247,clock_alarm,ESC-50,clock_alarm,234247,esc50:234247,ESC-50:esc50:234247,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/raw/esc50/ESC-50-master/audio/5-234247-A-37.wav,/home/leiyuxin/soundspaces/source_assets/clsdoa_v1/prepared/source_pool_pilot_001/wav/clock_alarm/esc50__234247.wav,wav/clock_alarm/esc50__234247.wav,e0dd6329c1d3b2075584a232a188cb921f51882725aa7c96c6218510b6dcad51,757148282f5027191cb2c6bd696e15dfd9807fd0206e3f70b58f95e7a5e90815,0f99cf9aecfa93e37ba0de4c4a80849ded00cd52f80fc11c9315261512f94702,train,clsdoa_source_split_v2_stratified,ACCEPT,EXACT,AUTO_PASS,,DATASET_LEVEL_VERIFIED,CC BY-NC 3.0; dataset-level license and attribution file,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=234247 take=A,unknown,PRESENT,24000,1,float32,5.000000000,preserve_full_short_source,0.000000000,5.000000000,,active_rms_v1,-18.376880700,-24.000001153,0.302035630,0.158089191,-5.623119300,false,true
