episode_id,family,split,yaw_deg,frozen_distance,independent_distance,distance_error,frozen_doa_x,frozen_doa_y,frozen_doa_z,independent_doa_x,independent_doa_y,independent_doa_z,vector_component_max_error,angular_error_deg,frozen_azimuth,independent_azimuth,azimuth_error_deg,frozen_elevation,independent_elevation,elevation_error_deg,status
clsdoa_v1_pilot_005_ep_000015,Replica,train,35.05282950534388,1.6126221145635782,1.6126221145635782,0.0,-0.7247986388334039,-0.6201080779985637,0.30022142619435443,-0.7247986388334039,-0.6201080779985637,0.30022142619435443,0.0,0.0,-112.5,-112.5,0.0,-38.324027331135795,-38.324027331135795,0.0,PASS
clsdoa_v1_pilot_005_ep_000016,Replica,train,200.98927591669386,4.634635713356225,4.634635713356224,8.881784197001252e-16,-0.3804499234746284,0.1078833442203636,0.9184873650562537,-0.38044992347462847,0.10788334422036361,0.918487365056254,2.220446049250313e-16,0.0,-157.5,-157.5,0.0,6.193313966763687,6.193313966763687,0.0,PASS
clsdoa_v1_pilot_005_ep_000017,Replica,train,116.92705418205117,1.293651211070258,1.293651211070258,0.0,-0.923642254831719,-0.02266250336934549,-0.3825851487321644,-0.923642254831719,-0.02266250336934549,-0.3825851487321644,0.0,0.0,-67.5,-67.5,0.0,-1.2985769682643469,-1.2985769682643469,0.0,PASS
clsdoa_v1_pilot_005_ep_000018,Replica,train,40.30464270586173,1.5814657589115397,1.5814657589115397,0.0,-0.3826834323650898,0.0,-0.9238795325112867,-0.3826834323650898,0.0,-0.9238795325112867,0.0,0.0,-22.5,-22.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000019,Replica,train,-142.7036158177774,1.384190288836107,1.384190288836107,0.0,-0.38268343236508956,0.0,-0.9238795325112868,-0.38268343236508956,0.0,-0.9238795325112868,0.0,0.0,-22.5,-22.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000020,Replica,train,28.25689525448228,2.7699913046516267,2.7699913046516267,0.0,-0.3793804521296858,0.13110190941797373,-0.9159054328307243,-0.37938045212968574,0.13110190941797373,-0.9159054328307243,5.551115123125783e-17,8.537736462515939e-07,-22.5,-22.5,0.0,7.533272075678038,7.533272075678038,0.0,PASS
clsdoa_v1_pilot_005_ep_000021,Replica,train,278.74522378424496,1.6287722398281215,1.6287722398281215,0.0,-0.9238795325112866,0.0,0.38268343236509,-0.9238795325112867,0.0,0.38268343236509,1.1102230246251565e-16,0.0,-112.50000000000003,-112.50000000000001,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000022,Replica,train,-28.03405620157153,2.0676931257451736,2.0676931257451736,0.0,-0.8964608918988702,0.24181538051968207,0.3713262595615934,-0.8964608918988702,0.24181538051968207,0.3713262595615933,5.551115123125783e-17,0.0,-112.50000000000003,-112.50000000000001,0.0,13.99371039068953,13.99371039068953,0.0,PASS
clsdoa_v1_pilot_005_ep_000023,Replica,train,44.08088605121968,1.8883278379153503,1.8883278379153503,0.0,0.9238795325112866,0.0,-0.38268343236509,0.9238795325112865,0.0,-0.38268343236508995,1.1102230246251565e-16,1.2074182697257333e-06,67.5,67.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000024,Replica,train,71.92705418205117,1.293651211070258,1.293651211070258,0.0,-0.3825851487321644,-0.02266250336934549,-0.923642254831719,-0.3825851487321645,-0.02266250336934549,-0.923642254831719,5.551115123125783e-17,0.0,-22.5,-22.5,0.0,-1.2985769682643469,-1.2985769682643469,0.0,PASS
clsdoa_v1_pilot_005_ep_000025,Replica,train,51.855469579448624,1.4987061170424056,1.4987061170424056,0.0,0.9238795325112866,0.0,-0.38268343236509006,0.9238795325112866,0.0,-0.38268343236509006,0.0,0.0,67.5,67.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000026,Replica,train,175.30464270586174,1.5814657589115397,1.5814657589115397,0.0,-0.38268343236508967,0.0,0.9238795325112868,-0.38268343236508967,0.0,0.9238795325112868,0.0,0.0,-157.50000000000003,-157.50000000000003,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000027,Replica,train,-162.6761030584911,4.834170904370063,4.834170904370063,0.0,0.3826834323650899,0.0,-0.9238795325112866,0.3826834323650899,0.0,-0.9238795325112866,0.0,8.537736462515939e-07,22.5,22.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000028,Replica,train,79.59016444098538,2.671106278912533,2.671106278912533,0.0,0.38177353643370643,0.06891800908405869,-0.9216828494133928,0.38177353643370643,0.06891800908405869,-0.9216828494133928,0.0,0.0,22.5,22.5,0.0,3.951843613204478,3.951843613204478,0.0,PASS
clsdoa_v1_pilot_005_ep_000029,MP3D,train,11.296183463585109,3.2531325217329576,3.2531325217329576,0.0,-0.9238795325112867,0.0,-0.3826834323650899,-0.9238795325112867,0.0,-0.3826834323650899,0.0,0.0,-67.5,-67.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000030,MP3D,train,-183.8101586622184,4.540080781831088,4.540080781831088,0.0,0.3826834323650896,0.0,-0.9238795325112867,0.3826834323650896,0.0,-0.9238795325112867,0.0,8.537736462515939e-07,22.5,22.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000031,MP3D,train,63.65422687316901,1.0055632240453367,1.0055632240453367,0.0,-0.9238795325112867,0.0,0.3826834323650899,-0.9238795325112868,0.0,0.3826834323650899,1.1102230246251565e-16,0.0,-112.50000000000001,-112.50000000000001,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000032,MP3D,train,98.66111032952355,5.574051332014181,5.574051332014181,0.0,0.9238795325112867,0.0,-0.38268343236508967,0.9238795325112867,0.0,-0.38268343236508967,0.0,8.537736462515939e-07,67.5,67.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000033,MP3D,train,71.57679884470545,3.6843600147919298,3.6843600147919298,0.0,0.9070516046871144,0.1899922909785275,-0.3757130764336816,0.9070516046871144,0.1899922909785275,-0.3757130764336817,5.551115123125783e-17,0.0,67.50000000000003,67.50000000000003,0.0,10.952334309691128,10.952334309691128,0.0,PASS
clsdoa_v1_pilot_005_ep_000034,MP3D,train,-67.7717555182872,1.1179458481255538,1.1179458481255538,0.0,0.3826834323650896,0.0,0.923879532511287,0.3826834323650896,0.0,0.923879532511287,0.0,0.0,157.5,157.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000035,MP3D,train,152.91675537977136,3.6027532342567787,3.6027532342567787,0.0,-0.8711251430947834,-0.33307861228837865,-0.3608318487940623,-0.8711251430947834,-0.33307861228837865,-0.3608318487940623,0.0,0.0,-67.50000000000001,-67.50000000000001,0.0,-19.455741631430534,-19.455741631430534,0.0,PASS
clsdoa_v1_pilot_005_ep_000036,MP3D,train,206.2311642139877,3.978875597911416,3.978875597911416,0.0,-0.9231131027251059,-0.04072428079457962,0.38236596675304724,-0.9231131027251059,-0.04072428079457962,0.38236596675304724,0.0,0.0,-112.50000000000001,-112.50000000000001,0.0,-2.33397485337306,-2.33397485337306,0.0,PASS
clsdoa_v1_pilot_005_ep_000037,MP3D,train,72.72099290400377,1.8427425956851264,1.8427425956851264,0.0,-0.38154508576092194,0.07707423405813092,-0.9211313207008235,-0.381545085760922,0.07707423405813092,-0.9211313207008235,5.551115123125783e-17,0.0,-22.5,-22.5,0.0,4.4204122400352,4.4204122400352,0.0,PASS
clsdoa_v1_pilot_005_ep_000038,MP3D,train,-298.6378141214001,3.843765244468547,3.843765244468547,0.0,0.38162104046650525,0.07446220887108145,0.9213146915811673,0.3816210404665053,0.07446220887108145,0.9213146915811673,5.551115123125783e-17,0.0,157.5,157.5,0.0,4.270322738549427,4.270322738549427,0.0,PASS
clsdoa_v1_pilot_005_ep_000039,MP3D,train,-154.84068379913052,4.472186030360738,4.472186030360738,0.0,0.3802841934438253,-0.11180214700497795,0.9180872573681963,0.38028419344382525,-0.11180214700497795,0.9180872573681963,5.551115123125783e-17,0.0,157.5,157.5,0.0,-6.419211891089046,-6.419211891089046,0.0,PASS
clsdoa_v1_pilot_005_ep_000040,MP3D,train,173.88267463818445,3.483179699171858,3.483179699171858,0.0,-0.3826834323650902,0.0,-0.9238795325112865,-0.3826834323650902,0.0,-0.9238795325112866,1.1102230246251565e-16,0.0,-22.50000000000003,-22.50000000000003,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000041,MP3D,train,96.32966188063432,1.0630826236771074,1.0630826236771074,0.0,0.3826834323650896,0.0,-0.9238795325112867,0.3826834323650896,0.0,-0.9238795325112867,0.0,8.537736462515939e-07,22.5,22.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000042,MP3D,train,68.24286550926738,1.9731370852880257,1.9731370852880257,0.0,0.8994184419271184,-0.22858692570098246,-0.3725513168946904,0.8994184419271184,-0.22858692570098246,-0.3725513168946904,0.0,1.2074182697257333e-06,67.5,67.5,0.0,-13.213892426947783,-13.213892426947783,0.0,PASS
clsdoa_v1_pilot_005_ep_000043,MP3D,train,129.76198372813434,5.618643285074764,5.618643285074764,0.0,-0.9198923753498508,0.09280469081401421,-0.3810318977935106,-0.9198923753498508,0.09280469081401421,-0.3810318977935106,0.0,8.537736462515939e-07,-67.49999999999997,-67.49999999999997,0.0,5.324979589882489,5.324979589882489,0.0,PASS
clsdoa_v1_pilot_005_ep_000044,MP3D,train,114.95053263997978,5.20959836211637,5.20959836211637,0.0,-0.38268343236508995,0.0,0.9238795325112867,-0.38268343236508995,0.0,0.9238795325112867,0.0,0.0,-157.5,-157.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000045,MP3D,train,337.0346564290845,1.972004603328956,1.972004603328956,0.0,-0.3826834323650895,0.0,0.9238795325112868,-0.38268343236508945,0.0,0.9238795325112868,5.551115123125783e-17,0.0,-157.50000000000003,-157.50000000000003,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000046,MP3D,train,75.10114874623238,3.3079064384272594,3.3079064384272594,0.0,0.9222936117208625,0.05856816466564923,-0.38202652246484703,0.9222936117208625,0.05856816466564923,-0.38202652246484703,0.0,0.0,67.49999999999997,67.49999999999997,0.0,3.3576300919590505,3.3576300919590505,0.0,PASS
clsdoa_v1_pilot_005_ep_000047,MP3D,train,66.66778443811229,1.3209183415250638,1.3209183415250638,0.0,0.37945930499395814,0.12953424329920674,-0.9160958004850824,0.37945930499395814,0.12953424329920674,-0.9160958004850824,0.0,1.2074182697257333e-06,22.5,22.5,0.0,7.4426788561420345,7.4426788561420345,0.0,PASS
clsdoa_v1_pilot_005_ep_000048,MP3D,train,47.27398732972782,1.9375048373676569,1.9375048373676569,0.0,0.9238773457379085,0.0021757498235708125,0.38268252657389845,0.9238773457379085,0.0021757498235708125,0.38268252657389845,0.0,0.0,112.5,112.5,0.0,0.12466138052256054,0.12466138052256054,0.0,PASS
clsdoa_v1_pilot_005_ep_000049,MP3D,train,-58.20118402985402,1.5755847532444718,1.5755847532444718,0.0,0.9238507453633061,0.007894111603194968,0.38267150833797386,0.9238507453633062,0.007894111603194968,0.3826715083379739,1.1102230246251565e-16,0.0,112.5,112.5,0.0,0.452303975655596,0.45230397565559594,5.551115123125783e-17,PASS
clsdoa_v1_pilot_005_ep_000050,MP3D,train,17.856197395121377,2.67743358112006,2.67743358112006,0.0,-0.3759163372354246,-0.18722672193090453,-0.9075423196713804,-0.3759163372354247,-0.18722672193090453,-0.9075423196713804,1.1102230246251565e-16,8.537736462515939e-07,-22.5,-22.5,0.0,-10.790982908778137,-10.790982908778137,0.0,PASS
clsdoa_v1_pilot_005_ep_000051,MP3D,train,-107.69865264519208,1.2784861496651896,1.2784861496651896,0.0,0.3826200888195786,-0.018194007917484052,0.9237266076646253,0.38262008881957865,-0.018194007917484052,0.9237266076646253,5.551115123125783e-17,0.0,157.5,157.5,0.0,-1.042497386409776,-1.042497386409776,0.0,PASS
clsdoa_v1_pilot_005_ep_000052,MP3D,train,35.40616326923957,4.919689624882465,4.919689624882465,0.0,0.38268343236508984,0.0,-0.923879532511287,0.38268343236508984,0.0,-0.9238795325112867,2.220446049250313e-16,0.0,22.5,22.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000053,MP3D,train,267.83652118293395,3.4608322900314006,3.4608322900314006,0.0,-0.38268317443353006,0.0011610404129959169,0.9238789098094163,-0.38268317443353006,0.0011610404129959169,0.9238789098094163,0.0,8.537736462515939e-07,-157.5,-157.5,0.0,0.06652273045440245,0.06652273045440245,0.0,PASS
clsdoa_v1_pilot_005_ep_000054,MP3D,train,-123.67605746085457,1.3131789218070509,1.3131789218070509,0.0,0.9238795325112868,0.0,0.38268343236508945,0.9238795325112868,0.0,0.38268343236508956,1.1102230246251565e-16,0.0,112.5,112.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000055,MP3D,train,-270.82170821410944,3.9148014471314245,3.9148014471314245,0.0,0.9238795325112866,0.0,0.38268343236508995,0.9238795325112866,0.0,0.38268343236508995,0.0,8.537736462515939e-07,112.5,112.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000056,MP3D,train,17.76524263030427,3.573050377424505,3.573050377424505,0.0,-0.9238073958002244,-0.012496172625939815,0.38265355236102283,-0.9238073958002244,-0.012496172625939815,0.38265355236102283,0.0,1.2074182697257333e-06,-112.50000000000001,-112.50000000000001,0.0,-0.7159965866856958,-0.7159965866856958,0.0,PASS
clsdoa_v1_pilot_005_ep_000057,Replica,val,196.74808482439659,5.038972511468278,5.038972511468278,0.0,-0.38268343236508984,0.0,0.9238795325112868,-0.38268343236508984,0.0,0.9238795325112868,0.0,0.0,-157.5,-157.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000058,Replica,val,-13.682093157345754,1.7513687112605847,1.7513687112605847,0.0,0.8320271826042002,0.43469086109798805,-0.34463694329773553,0.8320271826042002,0.43469086109798805,-0.3446369432977356,5.551115123125783e-17,8.537736462515939e-07,67.5,67.5,0.0,25.76562452348209,25.76562452348209,0.0,PASS
clsdoa_v1_pilot_005_ep_000059,Replica,val,270.9525780022871,3.7587197360604603,3.7587197360604603,0.0,-0.7564137136547776,-0.5741697177240096,0.31331681896080743,-0.7564137136547776,-0.5741697177240096,0.31331681896080743,0.0,0.0,-112.49999999999999,-112.49999999999999,0.0,-35.04150773437811,-35.04150773437811,0.0,PASS
clsdoa_v1_pilot_005_ep_000060,Replica,val,151.74979692171823,1.9451364589777471,1.9451364589777471,0.0,-0.3826834323650898,0.0,-0.9238795325112868,-0.3826834323650898,0.0,-0.9238795325112868,0.0,0.0,-22.5,-22.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000061,Replica,val,-11.42138638826475,1.5661011089375845,1.5661011089375845,0.0,-0.9219941963468178,-0.06385281490864364,-0.3819025005561343,-0.9219941963468178,-0.06385281490864364,-0.3819025005561343,0.0,0.0,-67.5,-67.5,0.0,-3.660987436184192,-3.660987436184192,0.0,PASS
clsdoa_v1_pilot_005_ep_000062,Replica,val,-36.365894083413984,3.716482877170675,3.716482877170675,0.0,0.38177489134068343,0.06886673881467985,-0.9216861204481925,0.38177489134068343,0.06886673881467985,-0.9216861204481925,0.0,0.0,22.5,22.5,0.0,3.9488990471537284,3.9488990471537284,0.0,PASS
clsdoa_v1_pilot_005_ep_000063,MP3D,val,-67.43834674509822,3.5599046003783252,3.5599046003783252,0.0,-0.9238795325112867,0.0,-0.3826834323650898,-0.9238795325112867,0.0,-0.38268343236508984,5.551115123125783e-17,0.0,-67.5,-67.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000064,MP3D,val,255.794068508347,3.835635446595364,3.835635446595364,0.0,-0.3824804938605709,0.0325626552113663,0.9233895956213495,-0.38248049386057087,0.0325626552113663,0.9233895956213495,5.551115123125783e-17,1.2074182697257333e-06,-157.5,-157.5,0.0,1.8660325797791335,1.8660325797791335,0.0,PASS
clsdoa_v1_pilot_005_ep_000065,MP3D,val,35.606672083780296,4.732287377266349,4.732287377266349,0.0,-0.3743944250388825,-0.20700549466773904,-0.9038680986057473,-0.37439442503888243,-0.20700549466773904,-0.9038680986057473,5.551115123125783e-17,1.478779333471098e-06,-22.5,-22.5,0.0,-11.946924052150901,-11.946924052150901,0.0,PASS
clsdoa_v1_pilot_005_ep_000066,MP3D,val,-296.2526482609598,2.002371532966784,2.002371532966784,0.0,0.38144032705406256,-0.08053713057364653,0.9208784108099468,0.38144032705406256,-0.08053713057364653,0.9208784108099468,0.0,0.0,157.5,157.5,0.0,-4.6194406760916005,-4.6194406760916005,0.0,PASS
clsdoa_v1_pilot_005_ep_000067,MP3D,val,207.63390694713956,1.3094856711623626,1.3094856711623626,0.0,-0.9236338112323474,0.023062151963827385,0.38258165127878957,-0.9236338112323474,0.023062151963827385,0.3825816512787895,5.551115123125783e-17,1.7075472925031877e-06,-112.50000000000001,-112.50000000000001,0.0,1.321481132794957,1.321481132794957,0.0,PASS
clsdoa_v1_pilot_005_ep_000068,MP3D,val,-214.7520117187106,1.991060207954639,1.991060207954639,0.0,0.9238795325112866,0.0,0.38268343236509006,0.9238795325112866,0.0,0.38268343236509006,0.0,0.0,112.5,112.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000069,Replica,test,-138.0241510302137,2.8429158062021576,2.8429158062021576,0.0,0.38268343236508995,0.0,0.9238795325112865,0.38268343236508995,0.0,0.9238795325112865,0.0,1.478779333471098e-06,157.5,157.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000070,Replica,test,92.18165764158033,1.5857446753551672,1.5857446753551672,0.0,-0.38140225232389335,-0.0817591660923864,-0.9207864902799882,-0.38140225232389335,-0.0817591660923864,-0.9207864902799882,0.0,0.0,-22.5,-22.5,0.0,-4.6896898363669015,-4.6896898363669015,0.0,PASS
clsdoa_v1_pilot_005_ep_000071,Replica,test,-198.6960793273515,1.5516122140386461,1.5516122140386461,0.0,0.9238795325112867,0.0,-0.3826834323650898,0.9238795325112867,0.0,-0.3826834323650897,5.551115123125783e-17,0.0,67.5,67.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000072,Replica,test,12.37484003755003,4.83182063364462,4.83182063364462,0.0,0.9238757546489846,0.002859762342949663,0.3826818675232874,0.9238757546489846,0.002859762342949663,0.3826818675232875,5.551115123125783e-17,8.537736462515939e-07,112.5,112.5,0.0,0.16385253599955577,0.16385253599955577,0.0,PASS
clsdoa_v1_pilot_005_ep_000073,Replica,test,98.03521279331916,2.70494294455659,2.70494294455659,0.0,-0.9238060458836732,0.012612548445201554,-0.38265299320727925,-0.9238060458836732,0.012612548445201554,-0.38265299320727925,0.0,0.0,-67.5,-67.5,0.0,0.7226649554986114,0.7226649554986114,0.0,PASS
clsdoa_v1_pilot_005_ep_000074,Replica,test,-9.03466777554275,3.218168056693533,3.218168056693533,0.0,0.36373919684816625,-0.3107357920354966,-0.87814410219754,0.36373919684816625,-0.3107357920354966,-0.87814410219754,0.0,0.0,22.5,22.5,0.0,-18.103578320545964,-18.103578320545964,0.0,PASS
clsdoa_v1_pilot_005_ep_000075,MP3D,test,299.6606017416444,3.1326871381541257,3.1326871381541257,0.0,-0.38268343236508995,0.0,0.9238795325112865,-0.38268343236509,0.0,0.9238795325112865,5.551115123125783e-17,1.2074182697257333e-06,-157.5,-157.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000076,MP3D,test,75.58125757134329,4.800899559180414,4.800899559180414,0.0,0.9188553825280771,-0.10414714864090127,-0.3806023613026478,0.9188553825280771,-0.10414714864090127,-0.3806023613026478,0.0,0.0,67.5,67.5,0.0,-5.978032379962035,-5.978032379962035,0.0,PASS
clsdoa_v1_pilot_005_ep_000077,MP3D,test,117.09315721830086,3.897564913352638,3.897564913352638,0.0,0.3821774978979696,-0.05140421266039,-0.9226580986590931,0.3821774978979696,-0.05140421266039,-0.9226580986590932,1.1102230246251565e-16,0.0,22.5,22.5,0.0,-2.9465430616458437,-2.9465430616458432,4.440892098500626e-16,PASS
clsdoa_v1_pilot_005_ep_000078,MP3D,test,-136.83589419172637,1.4421547860431334,1.4421547860431334,0.0,-0.38268343236508967,0.0,-0.9238795325112867,-0.38268343236508967,0.0,-0.9238795325112867,0.0,8.537736462515939e-07,-22.5,-22.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000079,MP3D,test,246.40724043432982,1.9529631941105337,1.9529631941105337,0.0,-0.923705206487355,-0.019425309614945808,-0.38261122416170223,-0.923705206487355,-0.019425309614945808,-0.38261122416170223,0.0,0.0,-67.50000000000003,-67.50000000000003,0.0,-1.1130582648833391,-1.1130582648833391,0.0,PASS
clsdoa_v1_pilot_005_ep_000080,MP3D,test,-59.44464213817702,1.069298855988421,1.069298855988421,0.0,-0.49805600470264577,-0.8422469268775874,0.2063015519691938,-0.4980560047026459,-0.8422469268775874,0.20630155196919384,1.1102230246251565e-16,0.0,-112.5,-112.5,0.0,-57.378155713374476,-57.378155713374476,0.0,PASS
clsdoa_v1_pilot_005_ep_000081,Replica,train,76.08798340944858,3.7977295349732847,3.7977295349732847,0.0,-0.9232571887896313,-0.03669858602931108,-0.38242564915512245,-0.9232571887896313,-0.03669858602931108,-0.38242564915512245,0.0,0.0,-67.5,-67.5,0.0,-2.103146355263823,-2.103146355263823,0.0,PASS
clsdoa_v1_pilot_005_ep_000082,Replica,train,96.36280821103439,1.3679345425717602,1.3679345425717602,0.0,-0.9238795325112868,0.0,0.38268343236508967,-0.9238795325112868,0.0,0.38268343236508967,0.0,0.0,-112.5,-112.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000083,Replica,train,-83.42508395490363,4.3625830103039185,4.3625830103039185,0.0,0.38268343236508967,0.0,-0.9238795325112868,0.38268343236508967,0.0,-0.9238795325112866,2.220446049250313e-16,8.537736462515939e-07,22.5,22.5,0.0,0.0,0.0,0.0,PASS
clsdoa_v1_pilot_005_ep_000084,Replica,train,204.84926533269805,3.208284648020208,3.208284648020208,0.0,-0.884171234627626,-0.2900217708476507,-0.36623571684292655,-0.884171234627626,-0.2900217708476507,-0.36623571684292655,0.0,0.0,-67.50000000000001,-67.50000000000001,0.0,-16.859259415659917,-16.859259415659917,0.0,PASS
clsdoa_v1_pilot_005_ep_000085,Replica,train,-50.00308742075539,1.9567931003483474,1.9567931003483474,0.0,0.3646352470214507,-0.3034799678498995,0.8803073586784501,0.3646352470214507,-0.3034799678498995,0.8803073586784501,0.0,8.537736462515939e-07,157.5,157.5,0.0,-17.66673848369628,-17.66673848369628,0.0,PASS
