episode_id,scene_id,family,yaw_deg,azimuth_deg,elevation_deg,distance_m,los_status,valid_direct_window,angle_deg
clsdoa_v1_pilot_005_ep_000033,mp3d.8194nk5LbLH,MP3D,71.57679884470545,67.50000000000003,10.952334309691128,3.6843600147919298,LOS,True,5.663293681020318e-06
clsdoa_v1_pilot_005_ep_000034,mp3d.EDJbREhghzL,MP3D,-67.7717555182872,157.5,0.0,1.1179458481255538,LOS,True,15.831307260311277
clsdoa_v1_pilot_005_ep_000035,mp3d.ARNzJeq3xxb,MP3D,152.91675537977136,-67.50000000000001,-19.455741631430534,3.6027532342567787,LOS,True,3.4150945850063763e-06
clsdoa_v1_pilot_005_ep_000036,mp3d.2n8kARJN3HM,MP3D,206.2311642139877,-112.50000000000001,-2.33397485337306,3.978875597911416,LOS,True,162.63321453601446
clsdoa_v1_pilot_005_ep_000037,mp3d.EU6Fwq7SyZv,MP3D,72.72099290400377,-22.5,4.4204122400352,1.8427425956851264,LOS,True,3.1945284701301985e-06
clsdoa_v1_pilot_005_ep_000038,mp3d.82sE5b5pLXE,MP3D,-298.6378141214001,157.5,4.270322738549427,3.843765244468547,LOS,True,39.21556716345151
clsdoa_v1_pilot_005_ep_000039,mp3d.B6ByNegPMKs,MP3D,-154.84068379913052,157.5,-6.419211891089046,4.472186030360738,LOS,True,64.12278008941595
clsdoa_v1_pilot_005_ep_000040,mp3d.D7N2EKCX4Sj,MP3D,173.88267463818445,-22.50000000000003,0.0,3.483179699171858,LOS,True,1.396751970386336
clsdoa_v1_pilot_005_ep_000041,mp3d.JmbYfDe2QKZ,MP3D,96.32966188063432,22.5,0.0,1.0630826236771074,LOS,True,1.9090959104164224e-06
clsdoa_v1_pilot_005_ep_000042,mp3d.JF19kD82Mey,MP3D,68.24286550926738,67.5,-13.213892426947783,1.9731370852880257,LOS,True,5.0509930079323e-06
clsdoa_v1_pilot_005_ep_000043,mp3d.QUCTc6BB5sX,MP3D,129.76198372813434,-67.49999999999997,5.324979589882489,5.618643285074764,LOS,True,1.0900252224719401e-05
clsdoa_v1_pilot_005_ep_000044,mp3d.RPmz2sHmrrY,MP3D,114.95053263997978,-157.5,0.0,5.20959836211637,LOS,False,
clsdoa_v1_pilot_005_ep_000045,mp3d.S9hNv5qa7GM,MP3D,337.0346564290845,-157.50000000000003,0.0,1.972004603328956,LOS,True,1.5509568494356516e-05
clsdoa_v1_pilot_005_ep_000046,mp3d.JeFG25nYj2p,MP3D,75.10114874623238,67.49999999999997,3.3576300919590505,3.3079064384272594,LOS,True,58.92568768801007
clsdoa_v1_pilot_005_ep_000047,mp3d.PX4nDJXEHrG,MP3D,66.66778443811229,22.5,7.4426788561420345,1.3209183415250638,LOS,True,7.491833340751661e-06
clsdoa_v1_pilot_005_ep_000048,mp3d.TbHJrupSAjP,MP3D,47.27398732972782,112.5,0.12466138052256054,1.9375048373676569,LOS,True,46.39686420141737
clsdoa_v1_pilot_005_ep_000049,mp3d.YVUC4YcDtcY,MP3D,-58.20118402985402,112.5,0.452303975655596,1.5755847532444718,LOS,True,9.80911239371097e-06
clsdoa_v1_pilot_005_ep_000050,mp3d.Pm6F8kyY3z2,MP3D,17.856197395121377,-22.5,-10.790982908778137,2.67743358112006,LOS,True,1.652062556306761
clsdoa_v1_pilot_005_ep_000051,mp3d.YmJkqBEsHnH,MP3D,-107.69865264519208,157.5,-1.042497386409776,1.2784861496651896,LOS,True,4.094554566467037e-06
clsdoa_v1_pilot_005_ep_000052,mp3d.UwV83HsGsw3,MP3D,35.40616326923957,22.5,0.0,4.919689624882465,LOS,True,0.17790748000236406
clsdoa_v1_pilot_005_ep_000053,mp3d.SN83YJsR3w2,MP3D,267.83652118293395,-157.5,0.06652273045440245,3.4608322900314006,LOS,True,45.42473204728136
clsdoa_v1_pilot_005_ep_000054,mp3d.ZMojNkEp431,MP3D,-123.67605746085457,112.5,0.0,1.3131789218070509,LOS,True,9.734517300533532e-06
clsdoa_v1_pilot_005_ep_000055,mp3d.Uxmj2M2itWa,MP3D,-270.82170821410944,112.5,0.0,3.9148014471314245,LOS,True,14.506923504016696
clsdoa_v1_pilot_005_ep_000056,mp3d.VLzqgDo317F,MP3D,17.76524263030427,-112.50000000000001,-0.7159965866856958,3.573050377424505,LOS,True,0.7526511385526521
clsdoa_v1_pilot_005_ep_000057,replica.apartment_0,Replica,196.74808482439659,-157.5,0.0,5.038972511468278,LOS,True,60.797278820138466
clsdoa_v1_pilot_005_ep_000058,replica.office_1,Replica,-13.682093157345754,67.5,25.76562452348209,1.7513687112605847,LOS,True,0.49464965623224516
clsdoa_v1_pilot_005_ep_000059,replica.frl_apartment_5,Replica,270.9525780022871,-112.49999999999999,-35.04150773437811,3.7587197360604603,LOS,True,36.002153676140516
clsdoa_v1_pilot_005_ep_000060,replica.apartment_0,Replica,151.74979692171823,-22.5,0.0,1.9451364589777471,LOS,True,57.471673671693594
clsdoa_v1_pilot_005_ep_000061,replica.office_1,Replica,-11.42138638826475,-67.5,-3.660987436184192,1.5661011089375845,LOS,True,1.4787793334710982e-06
clsdoa_v1_pilot_005_ep_000062,replica.frl_apartment_5,Replica,-36.365894083413984,22.5,3.9488990471537284,3.716482877170675,LOS,True,0.10162310004830902
clsdoa_v1_pilot_005_ep_000063,mp3d.1LXtFkjw3qL,MP3D,-67.43834674509822,-67.5,0.0,3.5599046003783252,LOS,True,28.963982312620242
clsdoa_v1_pilot_005_ep_000064,mp3d.29hnd4uzFmX,MP3D,255.794068508347,-157.5,1.8660325797791335,3.835635446595364,LOS,True,2.091309789151873e-06
clsdoa_v1_pilot_005_ep_000065,mp3d.5ZKStnWn8Zo,MP3D,35.606672083780296,-22.5,-11.946924052150901,4.732287377266349,LOS,True,0.4707997871427934
clsdoa_v1_pilot_005_ep_000066,mp3d.2t7WUuJeko7,MP3D,-296.2526482609598,157.5,-4.6194406760916005,2.002371532966784,LOS,True,0.3942263445893734
clsdoa_v1_pilot_005_ep_000067,mp3d.D7G3Y4RVNrH,MP3D,207.63390694713956,-112.50000000000001,1.321481132794957,1.3094856711623626,LOS,True,2.32094561643728e-05
clsdoa_v1_pilot_005_ep_000068,mp3d.ULsKaCPVFJR,MP3D,-214.7520117187106,112.5,0.0,1.991060207954639,LOS,True,0.824018788579519
clsdoa_v1_pilot_005_ep_000069,replica.office_3,Replica,-138.0241510302137,157.5,0.0,2.8429158062021576,LOS,True,0.06531249526628609
clsdoa_v1_pilot_005_ep_000070,replica.room_2,Replica,92.18165764158033,-22.5,-4.6896898363669015,1.5857446753551672,LOS,True,1.2074182697257333e-06
clsdoa_v1_pilot_005_ep_000071,replica.office_3,Replica,-198.6960793273515,67.5,0.0,1.5516122140386461,LOS,True,7.636383641665695e-06
clsdoa_v1_pilot_005_ep_000072,replica.room_2,Replica,12.37484003755003,112.5,0.16385253599955577,4.83182063364462,LOS,True,3.2010741309792166
clsdoa_v1_pilot_005_ep_000073,replica.room_1,Replica,98.03521279331916,-67.5,0.7226649554986114,2.70494294455659,LOS,True,2.831646840510158e-06
clsdoa_v1_pilot_005_ep_000074,replica.office_3,Replica,-9.03466777554275,22.5,-18.103578320545964,3.218168056693533,LOS,True,58.18106122115012
clsdoa_v1_pilot_005_ep_000075,mp3d.1pXnuDYAj8r,MP3D,299.6606017416444,-157.5,0.0,3.1326871381541257,LOS,True,97.89361940942769
clsdoa_v1_pilot_005_ep_000076,mp3d.GdvgFV5R1Z5,MP3D,75.58125757134329,67.5,-5.978032379962035,4.800899559180414,LOS,True,21.170602994164632
clsdoa_v1_pilot_005_ep_000077,mp3d.5q7pvUzZiYa,MP3D,117.09315721830086,22.5,-2.9465430616458437,3.897564913352638,LOS,True,10.829446812153126
clsdoa_v1_pilot_005_ep_000078,mp3d.HxpKQynjfin,MP3D,-136.83589419172637,-22.5,0.0,1.4421547860431334,LOS,True,6.331754823653221e-06
clsdoa_v1_pilot_005_ep_000079,mp3d.oLBMNvg9in8,MP3D,246.40724043432982,-67.50000000000003,-1.1130582648833391,1.9529631941105337,LOS,True,53.25366106330474
clsdoa_v1_pilot_005_ep_000080,mp3d.7y3sRwLe3Va,MP3D,-59.44464213817702,-112.5,-57.378155713374476,1.069298855988421,LOS,True,1.344524082641768e-05
clsdoa_v1_pilot_005_ep_000081,replica.office_0,Replica,76.08798340944858,-67.5,-2.103146355263823,3.7977295349732847,LOS,True,115.92343512500125
clsdoa_v1_pilot_005_ep_000082,replica.office_4,Replica,96.36280821103439,-112.5,0.0,1.3679345425717602,LOS,True,2.2588727439225506e-06
clsdoa_v1_pilot_005_ep_000083,replica.apartment_1,Replica,-83.42508395490363,22.5,0.0,4.3625830103039185,LOS,True,0.23278426660355914
clsdoa_v1_pilot_005_ep_000084,replica.apartment_2,Replica,204.84926533269805,-67.50000000000001,-16.859259415659917,3.208284648020208,LOS,True,0.14306218713225163
clsdoa_v1_pilot_005_ep_000085,replica.room_0,Replica,-50.00308742075539,157.5,-17.66673848369628,1.9567931003483474,LOS,True,0.010800383063948201
clsdoa_v1_pilot_005_ep_000086,replica.frl_apartment_0,Replica,28.574586631662097,-22.5,0.0,5.404156169877661,LOS,True,2.9575586669421963e-06
clsdoa_v1_pilot_005_ep_000087,replica.frl_apartment_2,Replica,-63.07294581794884,112.5,-1.2985769682643469,1.293651211070258,LOS,True,2.831646840510158e-06
clsdoa_v1_pilot_005_ep_000088,replica.frl_apartment_1,Replica,-61.74310474551772,67.5,7.533272075678038,2.7699913046516267,LOS,True,1.2924912925730985
clsdoa_v1_pilot_005_ep_000089,replica.hotel_0,Replica,259.5901644409854,-157.50000000000003,3.9518436132044785,2.671106278912533,LOS,True,0.21106035805613846
clsdoa_v1_pilot_005_ep_000090,replica.frl_apartment_3,Replica,279.1113149589963,-112.5,2.6439320482281365,4.51256018721931,LOS,True,37.25937095451469
clsdoa_v1_pilot_005_ep_000091,replica.office_0,Replica,31.08798340944859,-22.5,-2.103146355263823,3.7977295349732847,LOS,True,20.227276052976322
clsdoa_v1_pilot_005_ep_000092,replica.room_0,Replica,104.4816505963885,-112.5,-0.6391301553292358,2.223233574094782,LOS,True,0.9900398306692456
clsdoa_v1_pilot_005_ep_000093,replica.frl_apartment_4,Replica,42.89972309129929,22.5,0.0,1.2462627838248732,LOS,True,3.585636642722261
clsdoa_v1_pilot_005_ep_000094,replica.office_2,Replica,-134.81198493559714,112.5,0.0,1.9475391575000862,LOS,True,0.4711273187199048
clsdoa_v1_pilot_005_ep_000095,replica.apartment_2,Replica,294.84926533269805,-157.50000000000006,-16.859259415659917,3.208284648020208,LOS,True,0.5057780409692211
clsdoa_v1_pilot_005_ep_000096,replica.frl_apartment_1,Replica,131.35424740358107,-67.5,3.287347381436396,3.5330978084609943,LOS,True,8.537736462515939e-07
clsdoa_v1_pilot_005_ep_000097,replica.office_4,Replica,-24.298103927287773,22.5,0.0,1.2681644230952123,LOS,True,1.2313298636799924e-05
clsdoa_v1_pilot_005_ep_000098,replica.apartment_1,Replica,213.28404976929733,-67.49999999999999,0.0,4.790985377683601,LOS,True,0.14948011575818887
clsdoa_v1_pilot_005_ep_000099,replica.frl_apartment_0,Replica,-61.4254133683379,67.5,0.0,5.404156169877661,LOS,True,2.9575586669421963e-06
clsdoa_v1_pilot_005_ep_000100,replica.hotel_0,Replica,124.59016444098538,-22.5,3.951843613204478,2.671106278912533,LOS,True,0.43173446154816464
clsdoa_v1_pilot_005_ep_000101,replica.office_0,Replica,-148.91201659055142,157.5,-2.1031463552638234,3.7977295349732847,LOS,True,102.7080657299432
clsdoa_v1_pilot_005_ep_000102,replica.room_0,Replica,264.9969125792446,-157.5,-17.66673848369628,1.9567931003483474,LOS,True,7.3444386094852035e-06
clsdoa_v1_pilot_005_ep_000103,replica.frl_apartment_2,Replica,-102.3788252351048,22.5,-51.59627596698827,1.2101550193639763,LOS,True,0.02112393492612269
clsdoa_v1_pilot_005_ep_000104,replica.frl_apartment_3,Replica,-57.94224187279525,157.5,0.0,1.4890430008087883,LOS,True,0.06569122050120796
clsdoa_v1_pilot_005_ep_000105,replica.frl_apartment_4,Replica,19.097209748012613,-22.5,2.2586122593938565,4.853347215838376,LOS,True,0.0
clsdoa_v1_pilot_005_ep_000106,replica.hotel_0,Replica,-61.34325506356771,-112.50000000000001,-33.200492041874284,1.5696528514318266,LOS,True,3.52019892386405e-06
clsdoa_v1_pilot_005_ep_000107,replica.apartment_2,Replica,-157.15701154726383,67.5,4.570555731066135,2.2565678985085893,LOS,True,7.9440506508105555
clsdoa_v1_pilot_005_ep_000108,replica.office_2,Replica,-84.71942401863632,112.5,0.0,1.1600372441817404,LOS,True,1.2728540865801028
clsdoa_v1_pilot_005_ep_000109,mp3d.Vt2qJdWjCF2,MP3D,-60.05710028070085,-22.5,6.7667904294975685,4.243458793290187,LOS,True,16.54555999702915
clsdoa_v1_pilot_005_ep_000110,mp3d.VVfe2KiqLaN,MP3D,-249.37869403771595,157.5,-1.8695715241867257,3.78063561400619,LOS,True,0.6882746299298145
clsdoa_v1_pilot_005_ep_000111,mp3d.Vvot9Ly1tCj,MP3D,-101.50458868750385,67.5,0.0,3.708777972138765,LOS,True,0.33647520155812183
clsdoa_v1_pilot_005_ep_000112,mp3d.gTV8FGcVJC9,MP3D,5.797807457778973,-22.5,0.0,1.359104004312102,LOS,True,5.4668187275950014e-06
clsdoa_v1_pilot_005_ep_000113,mp3d.jh4fc5c5qoQ,MP3D,-133.64935122046998,157.5,-2.933890239666216,1.3264945860928117,LOS,True,2.3603145043759404
clsdoa_v1_pilot_005_ep_000114,mp3d.mJXqzFtmKg4,MP3D,242.41997433920005,-112.49999999999996,0.0,1.5562286119374296,LOS,True,0.10208064663302095
clsdoa_v1_pilot_005_ep_000115,mp3d.aayBHfsNo7d,MP3D,42.58921772024229,-157.5,-37.75097130375492,4.736776382629889,LOS,True,46.1050501373877
clsdoa_v1_pilot_005_ep_000116,mp3d.WYY7iVyf5p8,MP3D,294.2055803611092,-157.5,-0.053945201085101105,2.549090204146629,LOS,True,21.651611227053277
clsdoa_v1_pilot_005_ep_000117,mp3d.pRbA3pwrgk9,MP3D,178.89180810789435,-67.50000000000001,2.977405987769936,1.9252259726527692,LOS,True,0.1446128747787968
clsdoa_v1_pilot_005_ep_000118,mp3d.X7HyMhZNoso,MP3D,55.775484988187,112.5,14.681240227424514,2.132931787446385,LOS,True,6.722620413208828e-06
clsdoa_v1_pilot_005_ep_000119,mp3d.Z6MFQCViBuw,MP3D,255.89800139164822,-112.49999999999999,10.39007242598788,1.9470030706110024,LOS,True,1.2605816820395112e-05
clsdoa_v1_pilot_005_ep_000120,mp3d.pa4otMbVnkk,MP3D,45.85494293956593,-157.5,0.0,5.2868058580055255,LOS,True,68.41763509475736
clsdoa_v1_pilot_005_ep_000121,mp3d.XcA2TqTSSAj,MP3D,14.95574405875044,-157.5,-2.0321681062627546,3.8896773752756273,LOS,True,3.52019892386405e-06
clsdoa_v1_pilot_005_ep_000122,mp3d.e9zR4mvMWw7,MP3D,-128.49501627676602,67.5,4.498051885848919,3.4192554326945293,LOS,True,0.161853537944866
clsdoa_v1_pilot_005_ep_000123,mp3d.gYvKGZ5eRqb,MP3D,-92.6877092307513,112.5,-11.777632467017332,3.0108143953113484,LOS,True,4.353408482428142e-06
clsdoa_v1_pilot_005_ep_000124,mp3d.gZ6f7yhEvPG,MP3D,-201.6309409001544,112.5,-11.672566903687382,3.6168927944672693,LOS,True,2.9575586669421963e-06
clsdoa_v1_pilot_005_ep_000125,mp3d.p5wJjkQkbXX,MP3D,-65.64297856704775,112.5,-12.958107526624966,1.5823607951829386,LOS,True,2.091309789151873e-06
clsdoa_v1_pilot_005_ep_000126,mp3d.qoiz87JEwZ2,MP3D,-10.743441321097215,-22.5,4.791837054510991,5.985452582210307,LOS,True,35.85748789052997
clsdoa_v1_pilot_005_ep_000127,mp3d.r47D5H71a5s,MP3D,16.90242649743277,22.5,0.0,1.0926492782979058,LOS,True,2.561320938754782e-06
clsdoa_v1_pilot_005_ep_000128,mp3d.i5noydFURQK,MP3D,-24.97645189345039,157.5,3.1275679329928523,3.1655444685820697,LOS,True,34.7144103841062
clsdoa_v1_pilot_005_ep_000129,mp3d.rqfALeAoiTq,MP3D,122.57788380354489,22.5,0.0,1.2228611992150882,LOS,True,3.4150945850063763e-06
clsdoa_v1_pilot_005_ep_000130,mp3d.s8pcmisQ38h,MP3D,3.6257035437171297,-67.5,0.29091597256415697,5.414560941985026,LOS,True,57.95424254373165
clsdoa_v1_pilot_005_ep_000131,mp3d.jtcxE69GiFV,MP3D,-132.5650677631953,67.5,-2.4064075892309953,2.662140195916299,LOS,True,0.5984175746041368
clsdoa_v1_pilot_005_ep_000132,mp3d.wc2JMjhGNzB,MP3D,80.26654454468525,-112.5,-1.9991919015888435,5.733065367623996,LOS,False,
clsdoa_v1_pilot_005_ep_000133,mp3d.17DRP5sb8fy,MP3D,72.36805080186944,-67.5,0.0,1.0420637082028303,LOS,True,1.4787793334710982e-06
clsdoa_v1_pilot_005_ep_000134,mp3d.pLe4wQe7qrG,MP3D,5.233131835822007,22.5,0.25906717521168315,3.355501228672122,LOS,True,0.42561134996120065
clsdoa_v1_pilot_005_ep_000135,mp3d.5LpN3gDmAk7,MP3D,48.07903923623837,67.5,0.0,1.0316596442412675,LOS,True,9.545479552082124e-06
clsdoa_v1_pilot_005_ep_000136,mp3d.8194nk5LbLH,MP3D,-170.34300662568424,157.5,0.0,1.6168726419582067,LOS,True,2.4148365394514667e-06
clsdoa_v1_pilot_005_ep_000137,replica.apartment_0,Replica,-16.589836974255547,-112.49999999999999,0.0,5.046659066241037,LOS,True,5.8114763983647775
clsdoa_v1_pilot_005_ep_000138,replica.frl_apartment_5,Replica,-36.365894083413984,22.5,3.9488990471537284,3.716482877170675,LOS,True,0.10162310004830902
clsdoa_v1_pilot_005_ep_000139,replica.office_1,Replica,144.4682291886266,-67.49999999999999,-24.803027038524835,1.2696089305273963,LOS,True,0.8598798417630553
clsdoa_v1_pilot_005_ep_000140,replica.apartment_0,Replica,-269.2504890881101,112.5,0.0,3.4978819769990936,LOS,True,29.322637634464822
clsdoa_v1_pilot_005_ep_000141,replica.office_1,Replica,182.088518951554,-22.5,1.2977115815537543,1.4215521679188856,LOS,True,113.06770479096265
clsdoa_v1_pilot_005_ep_000142,replica.frl_apartment_5,Replica,-81.36589408341398,67.5,3.9488990471537284,3.716482877170675,LOS,True,2.699869328381916e-06
clsdoa_v1_pilot_005_ep_000143,mp3d.V2XKFyX4ASd,MP3D,41.38392124089174,-112.5,0.0,3.773088235464971,LOS,True,34.078776498753655
clsdoa_v1_pilot_005_ep_000144,mp3d.ac26ZMwG7aT,MP3D,-5.818582736608974,-67.5,5.733020152513626,4.869810040222258,LOS,True,0.632740523745288
clsdoa_v1_pilot_005_ep_000145,mp3d.cV4RVeZvu5T,MP3D,-174.57755773188794,157.5,-2.9515446547615847,1.8900215916575531,LOS,True,10.98767424079445
clsdoa_v1_pilot_005_ep_000146,mp3d.YFuZgdQ5vWj,MP3D,207.1293305656094,-157.50000000000003,4.546891853745546,2.5767445644918476,LOS,True,5.3318147119265075e-06
clsdoa_v1_pilot_005_ep_000147,mp3d.zsNo4HB9uLZ,MP3D,-201.8633167218811,22.5,-9.636374792094422,1.060382888989486,LOS,True,1.7969856468318e-05
clsdoa_v1_pilot_005_ep_000148,mp3d.5ZKStnWn8Zo,MP3D,-21.47518543221429,-22.5,0.0,1.107564449792924,LOS,True,4.182619578303747e-06
clsdoa_v1_pilot_005_ep_000149,replica.room_1,Replica,-201.02883100283546,157.5,16.140449332760785,1.648046535242176,LOS,True,2.9575586669421963e-06
clsdoa_v1_pilot_005_ep_000150,replica.room_1,Replica,113.97116899716454,-157.5,16.140449332760788,1.648046535242176,LOS,True,2.4148365394514667e-06
clsdoa_v1_pilot_005_ep_000151,replica.room_2,Replica,-66.20756957992009,22.5,1.3796588151847016,4.915555958330656,LOS,True,3.4827308368048473
clsdoa_v1_pilot_005_ep_000152,replica.office_3,Replica,-74.5049252549978,-22.5,0.0,2.61454535741533,LOS,True,0.5143173463684233
clsdoa_v1_pilot_005_ep_000153,replica.room_1,Replica,-81.96478720668084,112.5,0.7226649554986114,2.70494294455659,LOS,True,2.091309789151873e-06
clsdoa_v1_pilot_005_ep_000154,replica.room_2,Replica,108.37174624167702,67.50000000000003,-2.2249241509278996,1.3248392583547082,LOS,True,8.537736462515939e-07
clsdoa_v1_pilot_005_ep_000155,mp3d.8WUmhLawc2A,MP3D,167.28360068859033,-67.50000000000001,3.7384344453038936,2.3523322370840303,LOS,True,0.09171494689081651
clsdoa_v1_pilot_005_ep_000156,mp3d.PuKPg4mmafe,MP3D,-127.1082413886108,67.5,-4.036823244771692,3.2856066522751246,LOS,True,0.2536596160670741
clsdoa_v1_pilot_005_ep_000157,mp3d.q9vSo1VnCiC,MP3D,-24.295079027381533,22.5,-3.7730224998187696,1.5196629258086343,LOS,True,6.557959812547711e-06
clsdoa_v1_pilot_005_ep_000158,mp3d.VFuaQ6m2Qom,MP3D,159.5221172485671,-22.5,-2.9659469952726676,2.628418108496714,LOS,True,25.118285637779657
clsdoa_v1_pilot_005_ep_000159,mp3d.1pXnuDYAj8r,MP3D,52.826428654557816,-112.5,0.0,1.7880176633282658,LOS,True,1.0491346209810032e-05
clsdoa_v1_pilot_005_ep_000160,mp3d.GdvgFV5R1Z5,MP3D,-132.85493017044038,112.5,-5.145317905307166,4.971885677741359,LOS,True,35.194330270740515
clsdoa_v1_pilot_005_ep_000161,replica.office_0,Replica,-323.0172602793634,157.50000000000006,-6.150054544088054,1.340944304512247,LOS,True,6.3890569402603996e-06
clsdoa_v1_pilot_005_ep_000162,replica.office_4,Replica,-69.29810392728777,67.5,0.0,1.2681644230952123,LOS,True,1.0731768324341125e-05
clsdoa_v1_pilot_005_ep_000163,replica.room_0,Replica,219.99691257924462,-112.50000000000001,-17.666738483696278,1.9567931003483474,LOS,True,0.06707884863884499
clsdoa_v1_pilot_005_ep_000164,replica.frl_apartment_1,Replica,-93.64575259641893,157.5,3.287347381436396,3.5330978084609943,LOS,True,0.009757560022279285
clsdoa_v1_pilot_005_ep_000165,replica.apartment_1,Replica,-28.03405620157153,-112.50000000000003,-13.99371039068953,2.0676931257451736,LOS,True,3.1945284701301985e-06
clsdoa_v1_pilot_005_ep_000166,replica.frl_apartment_0,Replica,285.7498124837445,-112.5,-19.558641238626606,1.7233534982075687,LOS,True,7.091976543484069e-06
