scene_id,scene_family,admitted_status,exclude_reason,split,runtime_sec,valid_probe_pair_count,total_sampling_attempts,binaural_status,foa_status,binaural_min_energy,foa_min_energy,paired_geometry_match,materials_mode
mp3d.B6ByNegPMKs,MP3D,PASS,,train,102.2586,2,86,PASS,PASS,0.5450546812203172,0.1181679640655518,True,off
mp3d.D7G3Y4RVNrH,MP3D,PASS,,val,5.5028,2,10,PASS,PASS,0.2822576405792646,0.06254780703440227,True,off
mp3d.D7N2EKCX4Sj,MP3D,PASS,,train,46.4956,2,51,PASS,PASS,0.011065157992752806,0.0021371457645537307,True,off
mp3d.E9uDoFAP3SH,MP3D,FAIL,FAIL_GEOMETRY_CLEARANCE,UNASSIGNED,22.1453,0,100,NOT_RUN,NOT_RUN,0,0,False,off
mp3d.EDJbREhghzL,MP3D,PASS,,train,25.027,2,8,PASS,PASS,1.1262137947708135,0.23751916527806455,True,off
mp3d.EU6Fwq7SyZv,MP3D,PASS,,train,24.8955,2,26,PASS,PASS,0.013816696777322116,0.0025319717083889227,True,off
mp3d.GdvgFV5R1Z5,MP3D,PASS,,train,11.3211,2,3,PASS,PASS,3.353341110913575,0.7377714461645017,True,off
mp3d.HxpKQynjfin,MP3D,PASS,,train,8.4444,2,9,PASS,PASS,0.4141940010372358,0.08900237408978591,True,off
mp3d.JF19kD82Mey,MP3D,PASS,,val,15.17,2,18,PASS,PASS,0.7879542433747261,0.16011350985834863,True,off
mp3d.JeFG25nYj2p,MP3D,PASS,,train,31.276,2,4,PASS,PASS,0.4349134744239853,0.09784698820297703,True,off
mp3d.JmbYfDe2QKZ,MP3D,PASS,,train,32.1924,2,8,PASS,PASS,0.24097199754848336,0.05541606469792438,True,off
mp3d.PX4nDJXEHrG,MP3D,PASS,,train,61.1238,2,32,PASS,PASS,1.506866970431967,0.3183767077351116,True,off
mp3d.Pm6F8kyY3z2,MP3D,PASS,,val,10.9417,2,8,PASS,PASS,0.6699746881462856,0.13816211425222572,True,off
mp3d.PuKPg4mmafe,MP3D,PASS,,test,13.6416,2,83,PASS,PASS,0.3356645848892794,0.07206320633866535,True,off
mp3d.QUCTc6BB5sX,MP3D,PASS,,val,46.8807,2,53,PASS,PASS,0.3031575861807398,0.06110483717295007,True,off
mp3d.RPmz2sHmrrY,MP3D,PASS,,test,21.134,2,2,PASS,PASS,1.7058592511438437,0.3754077464373125,True,off
mp3d.S9hNv5qa7GM,MP3D,PASS,,train,36.4959,2,7,PASS,PASS,1.305841588169209,0.2925003257084643,True,off
mp3d.SN83YJsR3w2,MP3D,PASS,,train,77.6968,2,22,PASS,PASS,0.3350284651868379,0.08736364333302915,True,off
mp3d.TbHJrupSAjP,MP3D,PASS,,val,46.1364,2,17,PASS,PASS,0.5827852534145443,0.12256870414987149,True,off
mp3d.ULsKaCPVFJR,MP3D,PASS,,test,30.2947,2,19,PASS,PASS,2.4162630473247494e-06,5.542881881936199e-07,True,off
mp3d.UwV83HsGsw3,MP3D,PASS,,train,31.0376,2,19,PASS,PASS,0.2011285381477528,0.03859624417771488,True,off
mp3d.Uxmj2M2itWa,MP3D,PASS,,train,25.5011,2,14,PASS,PASS,0.7433738212357714,0.19051904231086303,True,off
mp3d.V2XKFyX4ASd,MP3D,PASS,,train,44.7189,2,16,PASS,PASS,3.066210553720362,0.6551965867067712,True,off
mp3d.VFuaQ6m2Qom,MP3D,PASS,,train,39.4145,2,4,PASS,PASS,0.4219954273010604,0.0861530079543846,True,off
mp3d.VLzqgDo317F,MP3D,PASS,,train,22.4716,2,24,PASS,PASS,0.7630975224160823,0.16454773398944408,True,off
mp3d.VVfe2KiqLaN,MP3D,PASS,,train,8.7823,2,11,PASS,PASS,0.0025819426840801344,0.0005491189753146694,True,off
mp3d.Vt2qJdWjCF2,MP3D,PASS,,val,20.9443,2,31,PASS,PASS,0.7058722388861083,0.18280458010318212,True,off
mp3d.Vvot9Ly1tCj,MP3D,PASS,,test,37.9568,2,61,PASS,PASS,0.11399297154357056,0.02220573855311188,True,off
mp3d.VzqfbhrpDEA,MP3D,FAIL,FAIL_GEOMETRY_CLEARANCE,UNASSIGNED,48.3669,0,100,NOT_RUN,NOT_RUN,0,0,False,off
mp3d.WYY7iVyf5p8,MP3D,PASS,,test,25.7836,2,4,PASS,PASS,0.0028320519938047272,0.0006070379188578427,True,off
mp3d.X7HyMhZNoso,MP3D,PASS,,val,29.8219,2,65,PASS,PASS,0.4313028204629366,0.11200058067909724,True,off
mp3d.XcA2TqTSSAj,MP3D,PASS,,train,29.4551,2,8,PASS,PASS,0.20499960073848936,0.03719343865637246,True,off
mp3d.YFuZgdQ5vWj,MP3D,PASS,,train,26.8928,2,4,PASS,PASS,0.0149590132719769,0.003052804062082923,True,off
mp3d.YVUC4YcDtcY,MP3D,PASS,,train,15.529,2,14,PASS,PASS,0.6833997804171997,0.1551631055897739,True,off
mp3d.YmJkqBEsHnH,MP3D,PASS,,test,5.0899,2,3,PASS,PASS,0.7848194928966385,0.16566484292667386,True,off
mp3d.Z6MFQCViBuw,MP3D,PASS,,train,20.9816,2,26,PASS,PASS,0.5669959802882444,0.1231819926372385,True,off
mp3d.ZMojNkEp431,MP3D,PASS,,train,21.9322,2,39,PASS,PASS,0.1305295799260522,0.02738721370820537,True,off
mp3d.aayBHfsNo7d,MP3D,PASS,,train,25.0443,2,10,PASS,PASS,0.005174359026103777,0.001591035729438938,True,off
mp3d.ac26ZMwG7aT,MP3D,PASS,,train,51.6237,2,63,PASS,PASS,0.4270710197043128,0.0887489264615564,True,off
mp3d.b8cTxDM8gDG,MP3D,PASS,,train,26.1241,2,57,PASS,PASS,0.38093784623124444,0.072374206467432,True,off
mp3d.cV4RVeZvu5T,MP3D,PASS,,val,23.5654,2,13,PASS,PASS,0.0004102619769210608,8.117380907864301e-05,True,off
mp3d.dhjEzFoUFzH,MP3D,FAIL,FAIL_GEOMETRY_CLEARANCE,UNASSIGNED,2.3788,1,100,NOT_RUN,NOT_RUN,0,0,False,off
mp3d.e9zR4mvMWw7,MP3D,PASS,,test,30.3344,2,9,PASS,PASS,0.18435375845438176,0.04331898965414783,True,off
mp3d.fzynW3qQPVF,MP3D,FAIL,FAIL_GEOMETRY_CLEARANCE,UNASSIGNED,18.7926,1,100,NOT_RUN,NOT_RUN,0,0,False,off
mp3d.gTV8FGcVJC9,MP3D,PASS,,val,95.5391,2,48,PASS,PASS,0.5539151061048858,0.11634035585803758,True,off
mp3d.gYvKGZ5eRqb,MP3D,PASS,,test,4.8373,2,8,PASS,PASS,0.37184440586660317,0.0906661647220259,True,off
mp3d.gZ6f7yhEvPG,MP3D,PASS,,test,5.4498,2,5,PASS,PASS,0.7856643595250836,0.1622758731851652,True,off
mp3d.gxdoqLR6rwA,MP3D,PASS,,train,6.7086,2,23,PASS,PASS,0.1604577949875416,0.025238558416743564,True,off
mp3d.i5noydFURQK,MP3D,PASS,,train,26.5239,2,6,PASS,PASS,0.018566418187120123,0.0038904940433597333,True,off
mp3d.jh4fc5c5qoQ,MP3D,PASS,,train,20.2645,2,9,PASS,PASS,0.4425801929496662,0.0968242420824389,True,off
mp3d.jtcxE69GiFV,MP3D,PASS,,train,46.808,2,50,PASS,PASS,1.2372371598339627,0.27068077268092827,True,off
mp3d.kEZ7cmS4wCh,MP3D,FAIL,FAIL_GEOMETRY_CLEARANCE,UNASSIGNED,16.2477,1,100,NOT_RUN,NOT_RUN,0,0,False,off
mp3d.mJXqzFtmKg4,MP3D,PASS,,train,41.7954,2,12,PASS,PASS,1.2877251321765462,0.2739343574578535,True,off
mp3d.oLBMNvg9in8,MP3D,PASS,,train,39.7208,2,10,PASS,PASS,0.17603806584460943,0.035515142122958795,True,off
mp3d.p5wJjkQkbXX,MP3D,PASS,,train,41.6034,2,50,PASS,PASS,0.00524973759153918,0.001176735495332206,True,off
mp3d.pLe4wQe7qrG,MP3D,PASS,,train,8.3687,2,3,PASS,PASS,0.3344275518040239,0.07327455713099293,True,off
mp3d.pRbA3pwrgk9,MP3D,PASS,,train,32.5925,2,7,PASS,PASS,0.5169613616959081,0.10062702158607072,True,off
mp3d.pa4otMbVnkk,MP3D,PASS,,train,66.0396,2,37,PASS,PASS,0.05844890969855387,0.011323764753344203,True,off
mp3d.q9vSo1VnCiC,MP3D,PASS,,train,32.7332,2,36,PASS,PASS,1.6092580200816904,0.3287894557625597,True,off
mp3d.qoiz87JEwZ2,MP3D,PASS,,val,28.4368,2,28,PASS,PASS,0.23557085441842646,0.05471263216198804,True,off
mp3d.r1Q1Z4BcV1o,MP3D,PASS,,train,25.0045,2,17,PASS,PASS,0.4571262520959743,0.09311419632456992,True,off
mp3d.r47D5H71a5s,MP3D,PASS,,train,24.9095,2,4,PASS,PASS,0.003850567210168639,0.0008067588110675337,True,off
mp3d.rPc6DW4iMge,MP3D,PASS,,train,32.7974,2,9,PASS,PASS,0.059801143060007826,0.01356740442675068,True,off
mp3d.rqfALeAoiTq,MP3D,PASS,,train,25.0946,2,5,PASS,PASS,0.4410688529132807,0.09014279694194775,True,off
mp3d.s8pcmisQ38h,MP3D,PASS,,val,15.3375,2,5,PASS,PASS,0.008910055836003064,0.0017496166523471176,True,off
mp3d.sKLMLpTHeUy,MP3D,PASS,,train,24.4491,2,22,PASS,PASS,0.33998754863533054,0.0651837532660275,True,off
mp3d.sT4fr6TAbpF,MP3D,PASS,,train,30.2666,2,30,PASS,PASS,0.21964316639024759,0.051109074293163595,True,off
mp3d.uNb9QFRL6hY,MP3D,PASS,,train,65.2206,2,45,PASS,PASS,0.09738294033027646,0.020638979364660283,True,off
mp3d.ur6pFq6Qu1A,MP3D,PASS,,test,39.2171,2,24,PASS,PASS,0.884080677548211,0.18029750147885132,True,off
mp3d.vyrNrziPKCB,MP3D,PASS,,train,79.2423,2,31,PASS,PASS,0.6850041137276862,0.16584176641833417,True,off
mp3d.wc2JMjhGNzB,MP3D,PASS,,train,43.4315,2,40,PASS,PASS,0.7300092954203004,0.16781036249831915,True,off
mp3d.x8F5xyUWy9e,MP3D,PASS,,train,8.6996,2,5,PASS,PASS,0.2924676926999199,0.05780444376618787,True,off
mp3d.yqstnuAEVhm,MP3D,PASS,,val,31.5591,2,17,PASS,PASS,0.0014093425979956242,0.00030109345727953184,True,off
mp3d.zsNo4HB9uLZ,MP3D,PASS,,train,20.3731,2,27,PASS,PASS,1.0851118428607973,0.213526472468068,True,off
replica.apartment_0,Replica,PASS,,test,65.4227,2,15,PASS,PASS,0.10889649923498117,0.028364121758971714,True,off
replica.apartment_1,Replica,PASS,,val,22.0836,2,6,PASS,PASS,0.05159045845576538,0.01160205864283679,True,off
replica.apartment_2,Replica,PASS,,train,22.7297,2,5,PASS,PASS,0.5556780697025013,0.11240807636744954,True,off
replica.frl_apartment_0,Replica,PASS,,train,19.0709,2,4,PASS,PASS,0.47339618546952,0.1081187042008391,True,off
replica.frl_apartment_1,Replica,PASS,,train,19.5795,2,7,PASS,PASS,0.5445640781869128,0.10891762480847063,True,off
replica.frl_apartment_2,Replica,PASS,,train,24.5573,2,3,PASS,PASS,2.2345685286530466,0.47181941863393595,True,off
replica.frl_apartment_3,Replica,PASS,,train,24.8559,2,2,PASS,PASS,0.0408776978753472,0.009072058287894928,True,off
replica.frl_apartment_4,Replica,PASS,,train,25.034,2,4,PASS,PASS,0.015708141549293512,0.003473149004413571,True,off
replica.frl_apartment_5,Replica,PASS,,train,24.5708,2,2,PASS,PASS,0.004716660444550606,0.0011186612156856815,True,off
replica.hotel_0,Replica,PASS,,train,26.2775,2,5,PASS,PASS,1.540654958804008,0.34291268530750335,True,off
replica.office_0,Replica,PASS,,train,21.6131,2,2,PASS,PASS,3.216279482556455,0.7188451667996737,True,off
replica.office_1,Replica,PASS,,train,18.6021,2,2,PASS,PASS,4.5994621920861976,0.9842208130935879,True,off
replica.office_2,Replica,PASS,,val,14.9203,2,2,PASS,PASS,2.026802961465043,0.44719602068737074,True,off
replica.office_3,Replica,PASS,,val,22.6366,2,2,PASS,PASS,1.0331325217280185,0.23363468835575374,True,off
replica.office_4,Replica,PASS,,train,26.5117,2,2,PASS,PASS,1.046896354424034,0.22690528395283935,True,off
replica.room_0,Replica,PASS,,train,24.9033,2,2,PASS,PASS,2.371181973364943,0.5370970020812089,True,off
replica.room_1,Replica,PASS,,train,22.9301,2,3,PASS,PASS,2.71685409277094,0.5906594540965423,True,off
replica.room_2,Replica,PASS,,train,26.7683,2,3,PASS,PASS,2.8438573533997347,0.5820137615360828,True,off
