source_clip_id,base_clip_id,canonical_class_id,canonical_class,temporal_type,source_dataset,source_label,mapping_type,audioset_mid,pseld_class_id,original_id,original_dataset_split,raw_relpath,raw_sha256,original_sample_rate,original_channels,original_duration_sec,license_raw,license_status,provenance_source,pretrain_seen_status,source_asset_root_id,resource_status,missing_waveform,metadata_mismatch,duplicate_id,inventory_issue
fsd50k:108017:clsdoa_v1_srcprep_v1,fsd50k:108017,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,108017,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/108017.wav,c382f6d224682d000efd2cd381cfaf9bc367f53ea4ab8d50e8023f0c0b1c19e9,44100,1,5.461337868,http://creativecommons.org/licenses/sampling+/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 108017,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:144254:clsdoa_v1_srcprep_v1,fsd50k:144254,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,144254,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/144254.wav,0299ea42690af9703e81dcab8c36ccf0429254a2be6c82a4708393a6f2d22231,44100,1,2.507755102,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 144254,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:145487:clsdoa_v1_srcprep_v1,fsd50k:145487,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,145487,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/145487.wav,93a90d2cd5e4c0a77ac08cff1b3e38520fe8d78acc74bbc3b5d5780ab69ef50e,44100,1,0.709342404,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 145487,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:146873:clsdoa_v1_srcprep_v1,fsd50k:146873,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,146873,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/146873.wav,4118261a030c62a0e297639ff318ad8021ba456da30a845af3107047814307be,44100,1,1.574603175,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 146873,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:148212:clsdoa_v1_srcprep_v1,fsd50k:148212,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,148212,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/148212.wav,c75a93c71cf2426139db2002168d87578a1436bdb830a03913f531375bd68925,44100,1,4.230657596,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 148212,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:148224:clsdoa_v1_srcprep_v1,fsd50k:148224,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,148224,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/148224.wav,f820a25aba4000e0fde922c97f73ad62896529acb806ed80a983d3689c9abbe5,44100,1,1.095668934,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 148224,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:148310:clsdoa_v1_srcprep_v1,fsd50k:148310,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,148310,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/148310.wav,3126d40b98b2e47ad21de4eb7881ce9884863a068fd9ec6fb271e8c36666655e,44100,1,7.280000000,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 148310,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:149042:clsdoa_v1_srcprep_v1,fsd50k:149042,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,149042,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/149042.wav,e1a374fe0fc92954399525413e601d36aadd7cc0b5794e4e1fac8bfa1683b9b7,44100,1,2.021678005,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 149042,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:149043:clsdoa_v1_srcprep_v1,fsd50k:149043,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,149043,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/149043.wav,a75d68df725ae622ba408c78a5bd9b52643c6a7843f2245a15694e5440c37a91,44100,1,2.841201814,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 149043,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:151212:clsdoa_v1_srcprep_v1,fsd50k:151212,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,151212,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/151212.wav,04aa72f194b69d8339fe845febbd74a5e2143d7ac0af2d0773e9050c107a67e7,44100,1,1.613310658,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 151212,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:151213:clsdoa_v1_srcprep_v1,fsd50k:151213,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,151213,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/151213.wav,a9f9105747f39b3e54cf2db3859a1d075b42c66722117c550e3be04bbcd4a194,44100,1,1.114761905,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 151213,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:151217:clsdoa_v1_srcprep_v1,fsd50k:151217,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,151217,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/151217.wav,532812cc8e4d3b2ba6ff2fc5f4761f9cf729f6b3161c414cfd7337324716df41,44100,1,0.898412698,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 151217,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:152367:clsdoa_v1_srcprep_v1,fsd50k:152367,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,152367,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/152367.wav,865815088c637357b38a280b750359f859002c602380b88ba5a7b89e38f903c2,44100,1,3.262494331,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 152367,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:152995:clsdoa_v1_srcprep_v1,fsd50k:152995,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,152995,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/152995.wav,f65d1a29d4d3aeed2ab1a19b5fed794ce94e56ea7c3d2a64193c1709a30d41c2,44100,1,3.000000000,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 152995,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:154434:clsdoa_v1_srcprep_v1,fsd50k:154434,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,154434,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/154434.wav,9dabe2c10f16298e06da5b57c860090a3f229b23bd43090b0153275eac26f311,44100,1,0.381111111,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 154434,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:154443:clsdoa_v1_srcprep_v1,fsd50k:154443,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,154443,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/154443.wav,4899feb5bdc16d022728d875339c462d71f0f6044fe5c76057834d26f3abc529,44100,1,0.952766440,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 154443,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:154444:clsdoa_v1_srcprep_v1,fsd50k:154444,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,154444,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/154444.wav,faecf79a3d8a12793de843773ef2a2a4710295c2fc520cf4499ebfd67a001d80,44100,1,1.947891156,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 154444,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:154766:clsdoa_v1_srcprep_v1,fsd50k:154766,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,154766,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/154766.wav,aad0139f3fcc28d6641a9f41962261e4a2ba0001a01b058a1a88e03d4469e1b4,44100,1,3.841337868,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 154766,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:155591:clsdoa_v1_srcprep_v1,fsd50k:155591,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,155591,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/155591.wav,833de1e65f4e727c8f2f27cfe71e9897e2b38991f0bf389041e04cc86863c8d7,44100,1,3.096417234,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 155591,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:155603:clsdoa_v1_srcprep_v1,fsd50k:155603,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,155603,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/155603.wav,b5b4196ca4f7890257b7317f7ae601f1e29ce7a2e1b89f64c1f30c7407efa820,44100,1,6.915963719,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 155603,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:155650:clsdoa_v1_srcprep_v1,fsd50k:155650,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,155650,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/155650.wav,ab896389966034b125b6ea6f9d3f13404c53848e3ff2269b66d9dc5ef5def21e,44100,1,9.890000000,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 155650,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:155904:clsdoa_v1_srcprep_v1,fsd50k:155904,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,155904,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/155904.wav,1e642ed8e094f0a4fc29d7e9d7777319ad522db421aa923f2b870e0feb016af5,44100,1,7.378299320,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 155904,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:155905:clsdoa_v1_srcprep_v1,fsd50k:155905,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,155905,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/155905.wav,e6caa04e71f621c7363741051127a323f6401225a851c2945c005abbe9bf3bcb,44100,1,2.109501134,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 155905,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:157296:clsdoa_v1_srcprep_v1,fsd50k:157296,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,157296,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/157296.wav,ffa52b44c833779bc8168ae5b8e557faf029719e1e162fea11f456ebedc3e74a,44100,1,6.792199546,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 157296,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:159456:clsdoa_v1_srcprep_v1,fsd50k:159456,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,159456,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/159456.wav,b6be4cc3629a39cec0dd04520952f7cc60c919d4e8dd75d127ec684940f728f7,44100,1,4.418616780,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 159456,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:164341:clsdoa_v1_srcprep_v1,fsd50k:164341,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,164341,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/164341.wav,3470888a0f93c1121752fe8b85e689ad6cc3bbb358cf7ed341383fbaadb96296,44100,1,6.815056689,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 164341,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:16580:clsdoa_v1_srcprep_v1,fsd50k:16580,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,16580,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/16580.wav,1bf641e405779a696affcf7285c102830546ffccbe60e94e67ce860aebd1103c,44100,1,1.477369615,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 16580,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:169726:clsdoa_v1_srcprep_v1,fsd50k:169726,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,169726,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/169726.wav,db8fb324d3a6388c64890053a9ce74690adaa7f98a9709c61c8428d17a24314a,44100,1,1.252857143,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 169726,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:170960:clsdoa_v1_srcprep_v1,fsd50k:170960,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,170960,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/170960.wav,6a5495754df3f90aa5c35931d5e52b70a87dcf75f0630ed82589917b5f01ac89,44100,1,0.765102041,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 170960,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:171396:clsdoa_v1_srcprep_v1,fsd50k:171396,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,171396,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/171396.wav,1ad1ef0b8c7b0f846d581222679fd80070385d8527c4d633dfee46627a90ee5d,44100,1,14.250022676,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 171396,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:171542:clsdoa_v1_srcprep_v1,fsd50k:171542,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,171542,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/171542.wav,a75777512289f332c687d2c0dd54de400a54449e12a19030861317cac37e082c,44100,1,22.047346939,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 171542,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:17167:clsdoa_v1_srcprep_v1,fsd50k:17167,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,17167,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/17167.wav,422399a213ffd29c244fe4d2d60e0e1e7ad12fa6580befcf902b52301c112592,44100,1,1.502018141,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 17167,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:172188:clsdoa_v1_srcprep_v1,fsd50k:172188,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,172188,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/172188.wav,bf7b576f87db5f91706e0e76b6c13dca928700e9d2d7034422d81f4f3a8e28c5,44100,1,5.983650794,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 172188,likely_yes,clsdoa_v1,PRESENT,false,false,false,
