source_clip_id,base_clip_id,canonical_class_id,canonical_class,temporal_type,source_dataset,source_label,mapping_type,audioset_mid,pseld_class_id,original_id,original_dataset_split,raw_relpath,raw_sha256,original_sample_rate,original_channels,original_duration_sec,license_raw,license_status,provenance_source,pretrain_seen_status,source_asset_root_id,resource_status,missing_waveform,metadata_mismatch,duplicate_id,inventory_issue,decode_ok,finite,duration_sec,sample_rate,channels,peak_abs,rms_dbfs,dc_offset,clip_fraction,silence_or_low_activity_ratio,active_duration_estimate_sec,auto_qc_status,auto_qc_reason
fsd50k:108017:clsdoa_v1_srcprep_v1,fsd50k:108017,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,108017,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/108017.wav,c382f6d224682d000efd2cd381cfaf9bc367f53ea4ab8d50e8023f0c0b1c19e9,44100,1,5.461337868,http://creativecommons.org/licenses/sampling+/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 108017,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,5.461337868,44100,1,0.763946533,-19.613906,0.000222363,0.000000000,0.854437501,0.794965986,AUTO_PASS,
fsd50k:145487:clsdoa_v1_srcprep_v1,fsd50k:145487,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,145487,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/145487.wav,93a90d2cd5e4c0a77ac08cff1b3e38520fe8d78acc74bbc3b5d5780ab69ef50e,44100,1,0.709342404,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 145487,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,0.709342404,44100,1,0.507965088,-19.363073,-0.000098325,0.000000000,0.427178569,0.406326531,AUTO_PASS,
fsd50k:146873:clsdoa_v1_srcprep_v1,fsd50k:146873,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,146873,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/146873.wav,4118261a030c62a0e297639ff318ad8021ba456da30a845af3107047814307be,44100,1,1.574603175,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 146873,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,1.574603175,44100,1,0.791351318,-23.087158,-0.000014312,0.000000000,0.877592166,0.192743764,AUTO_PASS,
fsd50k:148212:clsdoa_v1_srcprep_v1,fsd50k:148212,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,148212,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/148212.wav,c75a93c71cf2426139db2002168d87578a1436bdb830a03913f531375bd68925,44100,1,4.230657596,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 148212,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,4.230657596,44100,1,0.994598389,-19.472063,0.000990673,0.000000000,0.870591514,0.547482993,AUTO_PASS,
fsd50k:148224:clsdoa_v1_srcprep_v1,fsd50k:148224,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,148224,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/148224.wav,f820a25aba4000e0fde922c97f73ad62896529acb806ed80a983d3689c9abbe5,44100,1,1.095668934,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 148224,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,1.095668934,44100,1,0.381774902,-24.510388,-0.000005187,0.000000000,0.668184358,0.363560091,AUTO_PASS,
fsd50k:148310:clsdoa_v1_srcprep_v1,fsd50k:148310,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,148310,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/148310.wav,3126d40b98b2e47ad21de4eb7881ce9884863a068fd9ec6fb271e8c36666655e,44100,1,7.280000000,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 148310,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,7.280000000,44100,1,0.501159668,-24.498792,-0.000002839,0.000000000,0.879983678,0.873718821,AUTO_PASS,
fsd50k:149042:clsdoa_v1_srcprep_v1,fsd50k:149042,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,149042,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/149042.wav,e1a374fe0fc92954399525413e601d36aadd7cc0b5794e4e1fac8bfa1683b9b7,44100,1,2.021678005,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 149042,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,2.021678005,44100,1,0.494964600,-25.826713,0.000004462,0.000000000,0.822995648,0.357845805,AUTO_PASS,
fsd50k:149043:clsdoa_v1_srcprep_v1,fsd50k:149043,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,149043,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/149043.wav,a75d68df725ae622ba408c78a5bd9b52643c6a7843f2245a15694e5440c37a91,44100,1,2.841201814,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 149043,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,2.841201814,44100,1,0.764373779,-22.774156,0.000000680,0.000000000,0.860475510,0.396417234,AUTO_PASS,
fsd50k:151212:clsdoa_v1_srcprep_v1,fsd50k:151212,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,151212,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/151212.wav,04aa72f194b69d8339fe845febbd74a5e2143d7ac0af2d0773e9050c107a67e7,44100,1,1.613310658,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 151212,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,1.613310658,44100,1,0.239715576,-33.520727,0.000006898,0.000000000,0.871477364,0.207346939,AUTO_PASS,
fsd50k:151213:clsdoa_v1_srcprep_v1,fsd50k:151213,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,151213,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/151213.wav,a9f9105747f39b3e54cf2db3859a1d075b42c66722117c550e3be04bbcd4a194,44100,1,1.114761905,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 151213,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,1.114761905,44100,1,0.727020264,-24.148129,-0.000008012,0.000000000,0.859278697,0.156870748,AUTO_PASS,
fsd50k:151217:clsdoa_v1_srcprep_v1,fsd50k:151217,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,151217,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/151217.wav,532812cc8e4d3b2ba6ff2fc5f4761f9cf729f6b3161c414cfd7337324716df41,44100,1,0.898412698,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 151217,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,0.898412698,44100,1,0.373168945,-25.468179,-0.000029822,0.000000000,0.740913680,0.232766440,AUTO_PASS,
fsd50k:152367:clsdoa_v1_srcprep_v1,fsd50k:152367,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,152367,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/152367.wav,865815088c637357b38a280b750359f859002c602380b88ba5a7b89e38f903c2,44100,1,3.262494331,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 152367,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,3.262494331,44100,1,1.000000000,-17.118014,0.000219921,0.000333621,0.893609775,0.347097506,AUTO_PASS,
fsd50k:152995:clsdoa_v1_srcprep_v1,fsd50k:152995,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,152995,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/152995.wav,f65d1a29d4d3aeed2ab1a19b5fed794ce94e56ea7c3d2a64193c1709a30d41c2,44100,1,3.000000000,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 152995,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,3.000000000,44100,1,0.354858398,-28.396307,0.024106489,0.000000000,0.857838246,0.426485261,AUTO_PASS,
fsd50k:154434:clsdoa_v1_srcprep_v1,fsd50k:154434,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,154434,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/154434.wav,9dabe2c10f16298e06da5b57c860090a3f229b23bd43090b0153275eac26f311,44100,1,0.381111111,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 154434,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,0.381111111,44100,1,0.999938965,-16.269110,0.000268002,0.000594990,0.731064437,0.102494331,AUTO_PASS,
fsd50k:154443:clsdoa_v1_srcprep_v1,fsd50k:154443,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,154443,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/154443.wav,4899feb5bdc16d022728d875339c462d71f0f6044fe5c76057834d26f3abc529,44100,1,0.952766440,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 154443,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,0.952766440,44100,1,0.999969482,-12.448531,-0.000460425,0.004902777,0.603565224,0.377709751,AUTO_PASS,
fsd50k:154444:clsdoa_v1_srcprep_v1,fsd50k:154444,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,154444,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/154444.wav,faecf79a3d8a12793de843773ef2a2a4710295c2fc520cf4499ebfd67a001d80,44100,1,1.947891156,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 154444,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,1.947891156,44100,1,1.000000000,-12.191233,0.001772505,0.011699378,0.733556844,0.519002268,AUTO_FLAG,severe_clipping_candidate
fsd50k:154766:clsdoa_v1_srcprep_v1,fsd50k:154766,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,154766,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/154766.wav,aad0139f3fcc28d6641a9f41962261e4a2ba0001a01b058a1a88e03d4469e1b4,44100,1,3.841337868,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 154766,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,3.841337868,44100,1,0.189483643,-39.372855,-0.000023322,0.000000000,0.943200534,0.218185941,AUTO_PASS,
fsd50k:155591:clsdoa_v1_srcprep_v1,fsd50k:155591,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,155591,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/155591.wav,833de1e65f4e727c8f2f27cfe71e9897e2b38991f0bf389041e04cc86863c8d7,44100,1,3.096417234,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 155591,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,3.096417234,44100,1,1.000000000,-11.280438,0.000209814,0.011336341,0.572177632,1.324716553,AUTO_FLAG,severe_clipping_candidate
fsd50k:155603:clsdoa_v1_srcprep_v1,fsd50k:155603,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,155603,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/155603.wav,b5b4196ca4f7890257b7317f7ae601f1e29ce7a2e1b89f64c1f30c7407efa820,44100,1,6.915963719,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 155603,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,6.915963719,44100,1,0.142486572,-43.952967,-0.000000411,0.000000000,0.955038460,0.310952381,AUTO_PASS,
fsd50k:155650:clsdoa_v1_srcprep_v1,fsd50k:155650,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,155650,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/155650.wav,ab896389966034b125b6ea6f9d3f13404c53848e3ff2269b66d9dc5ef5def21e,44100,1,9.890000000,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 155650,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,9.890000000,44100,1,0.902435303,-29.861965,-0.000008432,0.000000000,0.974987906,0.247369615,AUTO_PASS,
fsd50k:155904:clsdoa_v1_srcprep_v1,fsd50k:155904,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,155904,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/155904.wav,1e642ed8e094f0a4fc29d7e9d7777319ad522db421aa923f2b870e0feb016af5,44100,1,7.378299320,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 155904,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,7.378299320,44100,1,0.488861084,-34.915558,-0.000044285,0.000000000,0.975622574,0.179863946,AUTO_PASS,
fsd50k:155905:clsdoa_v1_srcprep_v1,fsd50k:155905,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,155905,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/155905.wav,e6caa04e71f621c7363741051127a323f6401225a851c2945c005abbe9bf3bcb,44100,1,2.109501134,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 155905,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,2.109501134,44100,1,0.119445801,-39.647546,-0.000033260,0.000000000,0.887486698,0.237346939,AUTO_PASS,
fsd50k:157296:clsdoa_v1_srcprep_v1,fsd50k:157296,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,157296,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/157296.wav,ffa52b44c833779bc8168ae5b8e557faf029719e1e162fea11f456ebedc3e74a,44100,1,6.792199546,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 157296,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,6.792199546,44100,1,0.876434326,-25.849923,0.000110818,0.000000000,0.937303029,0.425850340,AUTO_PASS,
fsd50k:159456:clsdoa_v1_srcprep_v1,fsd50k:159456,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,159456,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/159456.wav,b6be4cc3629a39cec0dd04520952f7cc60c919d4e8dd75d127ec684940f728f7,44100,1,4.418616780,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 159456,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,4.418616780,44100,1,0.994567871,-18.880598,-0.009401853,0.000000000,0.773664304,1.000090703,AUTO_PASS,
