source_clip_id,base_clip_id,canonical_class_id,canonical_class,temporal_type,source_dataset,source_label,mapping_type,original_id,original_dataset_split,raw_relpath,raw_sha256,original_sample_rate,original_channels,original_duration_sec,license_raw,license_status,provenance_source,pretrain_seen_status,source_asset_root_id,decode_ok,finite,duration_sec,sample_rate,channels,peak_abs,rms_dbfs,dc_offset,clip_fraction,silence_or_low_activity_ratio,active_duration_estimate_sec,auto_qc_status,auto_qc_reason
esc50:85292:clsdoa_v1_srcprep_v1:2-85292-A-24,esc50:85292,0,coughing,transient,ESC-50,coughing,EXACT,85292,fold_2,raw/esc50/ESC-50-master/audio/2-85292-A-24.wav,848bf1ca81dd50d22544cb0ec7446a9e34e9c54d80e280295e263a06f4a340f0,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=85292 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-22.276846,-0.000089692,0.000512472,0.942993197,0.285034014,AUTO_PASS,
esc50:87412:clsdoa_v1_srcprep_v1:2-87412-A-24,esc50:87412,0,coughing,transient,ESC-50,coughing,EXACT,87412,fold_2,raw/esc50/ESC-50-master/audio/2-87412-A-24.wav,39381ec4b3c6d22ffca0f344200e23e3830acd5fcca6c99c50fbf357deab2d60,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=87412 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-14.725725,-0.000029816,0.008471655,0.830512472,0.847437642,AUTO_PASS,
esc50:87794:clsdoa_v1_srcprep_v1:2-87794-A-24,esc50:87794,0,coughing,transient,ESC-50,coughing,EXACT,87794,fold_2,raw/esc50/ESC-50-master/audio/2-87794-A-24.wav,404e4a1c21eb3296e3b317d27244ac7a5fcff11c88109f60265f973b4b797443,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=87794 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-16.605437,-0.001644615,0.009750567,0.905795918,0.471020408,AUTO_PASS,
esc50:87795:clsdoa_v1_srcprep_v1:2-87795-A-24,esc50:87795,0,coughing,transient,ESC-50,coughing,EXACT,87795,fold_2,raw/esc50/ESC-50-master/audio/2-87795-A-24.wav,de50b4e44c3f1f88f44e18a74250068b3ef86cf240e5f1f3196dc709b1802330,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=87795 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-14.303144,-0.000934818,0.015578231,0.845755102,0.771224490,AUTO_FLAG,severe_clipping_candidate
esc50:87799:clsdoa_v1_srcprep_v1:2-87799-A-24,esc50:87799,0,coughing,transient,ESC-50,coughing,EXACT,87799,fold_2,raw/esc50/ESC-50-master/audio/2-87799-A-24.wav,8622b38aa1b5d9617257f44061d08b56f0d264e0b2b0e7fff8a435d9e4bd3a96,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=87799 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-13.075289,-0.000208945,0.018521542,0.793696145,1.031519274,AUTO_FLAG,severe_clipping_candidate
esc50:98676:clsdoa_v1_srcprep_v1:2-98676-A-24,esc50:98676,0,coughing,transient,ESC-50,coughing,EXACT,98676,fold_2,raw/esc50/ESC-50-master/audio/2-98676-A-24.wav,2f0994190ebc5214e14e9e55684d9321695d273a609d4e8e4388601b42b15812,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=98676 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.117279053,-43.942539,0.000005788,0.000000000,0.954498866,0.227505669,AUTO_PASS,
esc50:125418:clsdoa_v1_srcprep_v1:3-125418-A-24,esc50:125418,0,coughing,transient,ESC-50,coughing,EXACT,125418,fold_3,raw/esc50/ESC-50-master/audio/3-125418-A-24.wav,120275342f1cd23c1ace8f4c334dd7673b727821f9bdd9c710baff75c61123b4,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=125418 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.195770264,-33.724171,0.000257578,0.000000000,0.856993197,0.715034014,AUTO_PASS,
esc50:132601:clsdoa_v1_srcprep_v1:3-132601-A-24,esc50:132601,0,coughing,transient,ESC-50,coughing,EXACT,132601,fold_3,raw/esc50/ESC-50-master/audio/3-132601-A-24.wav,2a8cac7228cf69c63838c96b7381b807d518a75d60fa0e8b51ac589c35dbe2a7,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=132601 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.396911621,-33.772103,-0.000003055,0.000000000,0.968716553,0.156417234,AUTO_PASS,
esc50:142604:clsdoa_v1_srcprep_v1:3-142604-A-24,esc50:142604,0,coughing,transient,ESC-50,coughing,EXACT,142604,fold_3,raw/esc50/ESC-50-master/audio/3-142604-A-24.wav,6fb3161dd47d2f0807011dd52f807c90e8d0d2ab7de515cdcf2846e735c45c9c,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=142604 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.733154297,-28.092760,-0.000009072,0.000000000,0.956975057,0.215124717,AUTO_PASS,
esc50:145487:clsdoa_v1_srcprep_v1:3-145487-A-24,esc50:145487,0,coughing,transient,ESC-50,coughing,EXACT,145487,fold_3,raw/esc50/ESC-50-master/audio/3-145487-A-24.wav,422b999e10eff69ad3fa06c6f05d6bf6e1fe675137c49830452712d9897abe09,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=145487 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.978271484,-22.085292,0.000004390,0.000000000,0.918390023,0.408049887,AUTO_PASS,
esc50:146873:clsdoa_v1_srcprep_v1:3-146873-A-24,esc50:146873,0,coughing,transient,ESC-50,coughing,EXACT,146873,fold_3,raw/esc50/ESC-50-master/audio/3-146873-A-24.wav,47c4721ef5cbeec84a67c294b06e14aa7c8a3df3be685fa3ec12ae71ddddf3ce,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=146873 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.763458252,-28.297845,-0.000012902,0.000000000,0.960820862,0.195895692,AUTO_PASS,
esc50:149042:clsdoa_v1_srcprep_v1:3-149042-A-24,esc50:149042,0,coughing,transient,ESC-50,coughing,EXACT,149042,fold_3,raw/esc50/ESC-50-master/audio/3-149042-A-24.wav,33cb5ea4d5b8a0df92bcdef652df83cdcd3e02875468521d0e029ea63a371adb,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=149042 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.424591064,-31.725199,-0.000007766,0.000000000,0.962417234,0.187913832,AUTO_PASS,
esc50:151212:clsdoa_v1_srcprep_v1:3-151212-A-24,esc50:151212,0,coughing,transient,ESC-50,coughing,EXACT,151212,fold_3,raw/esc50/ESC-50-master/audio/3-151212-A-24.wav,37c3f893f014dafc6d6b5ddcc21ae9dfb9f1302c2960296e9d150c027f779ba7,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=151212 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.450531006,-32.717814,-0.000000377,0.000000000,0.957678005,0.211609977,AUTO_PASS,
esc50:151213:clsdoa_v1_srcprep_v1:3-151213-A-24,esc50:151213,0,coughing,transient,ESC-50,coughing,EXACT,151213,fold_3,raw/esc50/ESC-50-master/audio/3-151213-A-24.wav,36a0a9a4ac42558cf3836d94e834fe376eb21a80d8f74349f98441a6cabfac50,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=151213 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.999969482,-24.989868,-0.000042745,0.000099773,0.956884354,0.215578231,AUTO_PASS,
esc50:152995:clsdoa_v1_srcprep_v1:4-152995-A-24,esc50:152995,0,coughing,transient,ESC-50,coughing,EXACT,152995,fold_4,raw/esc50/ESC-50-master/audio/4-152995-A-24.wav,ca9a065e5c3c2427954a9d4fb74dff3891ce63e9bda66878e19448237e194e71,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=152995 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.712646484,-26.388109,0.021533053,0.000000000,0.937419501,0.312902494,AUTO_PASS,
esc50:154443:clsdoa_v1_srcprep_v1:4-154443-A-24,esc50:154443,0,coughing,transient,ESC-50,coughing,EXACT,154443,fold_4,raw/esc50/ESC-50-master/audio/4-154443-A-24.wav,a797267e864e22e93777a5822b91f029fe7dd0686003dec30e0fa708afca2e86,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=154443 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-15.628116,-0.000212941,0.008299320,0.895981859,0.520090703,AUTO_PASS,
esc50:155650:clsdoa_v1_srcprep_v1:4-155650-A-24,esc50:155650,0,coughing,transient,ESC-50,coughing,EXACT,155650,fold_4,raw/esc50/ESC-50-master/audio/4-155650-A-24.wav,40b7ab01d71f32d21b193d0a90b5f202264e82dff15a45e4b9e95e7d93f2bd64,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=155650 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-24.326658,-0.000018461,0.000090703,0.943913832,0.280430839,AUTO_PASS,
esc50:155650:clsdoa_v1_srcprep_v1:4-155650-B-24,esc50:155650,0,coughing,transient,ESC-50,coughing,EXACT,155650,fold_4,raw/esc50/ESC-50-master/audio/4-155650-B-24.wav,c52dc2cf771d93225ad071a05099a6a0ad37569b09d21d54ef15efae2b4fe6f0,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=155650 take=B,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.708312988,-28.289490,-0.000027424,0.000000000,0.949537415,0.252312925,AUTO_PASS,
esc50:157296:clsdoa_v1_srcprep_v1:4-157296-A-24,esc50:157296,0,coughing,transient,ESC-50,coughing,EXACT,157296,fold_4,raw/esc50/ESC-50-master/audio/4-157296-A-24.wav,918b5180068c452637051ad4037ba51ad5e9d4c422dbbd2b99efe687d9219f42,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=157296 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.850616455,-25.068585,0.000103061,0.000000000,0.920390023,0.398049887,AUTO_PASS,
esc50:169726:clsdoa_v1_srcprep_v1:4-169726-A-24,esc50:169726,0,coughing,transient,ESC-50,coughing,EXACT,169726,fold_4,raw/esc50/ESC-50-master/audio/4-169726-A-24.wav,ec8defa24843e95c9448fa7bcd3f619d032856856fbc892cf357e2890b903700,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=169726 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-22.360684,-0.000057078,0.000793651,0.948045351,0.259773243,AUTO_PASS,
esc50:171396:clsdoa_v1_srcprep_v1:4-171396-A-24,esc50:171396,0,coughing,transient,ESC-50,coughing,EXACT,171396,fold_4,raw/esc50/ESC-50-master/audio/4-171396-A-24.wav,343764265d080bdba2b49a58f86874843865bef82c753adfff866625f9999800,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=171396 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.811279297,-25.825274,-0.000133581,0.000000000,0.927950113,0.360249433,AUTO_PASS,
esc50:177835:clsdoa_v1_srcprep_v1:4-177835-A-24,esc50:177835,0,coughing,transient,ESC-50,coughing,EXACT,177835,fold_4,raw/esc50/ESC-50-master/audio/4-177835-A-24.wav,107f49aa987e3155662f7713709ebfc7665202f42cd0e4adaefa57eff4b89208,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=177835 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.593322754,-31.319510,-0.000032940,0.000000000,0.976689342,0.116553288,AUTO_PASS,
esc50:178997:clsdoa_v1_srcprep_v1:5-178997-A-24,esc50:178997,0,coughing,transient,ESC-50,coughing,EXACT,178997,fold_5,raw/esc50/ESC-50-master/audio/5-178997-A-24.wav,c7aba9fe825d201275860a99588bf8ee1cf26c2d6232f9d89eb52e47cab19221,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=178997 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-24.360374,0.000045826,0.000013605,0.937814059,0.310929705,AUTO_PASS,
esc50:184871:clsdoa_v1_srcprep_v1:5-184871-A-24,esc50:184871,0,coughing,transient,ESC-50,coughing,EXACT,184871,fold_5,raw/esc50/ESC-50-master/audio/5-184871-A-24.wav,94215401f4f1c623c0fa515c44cd3d4940205302a69727b5467ad59f56654d74,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=184871 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-17.330269,-0.000042676,0.000956916,0.843750567,0.781247166,AUTO_PASS,
esc50:204604:clsdoa_v1_srcprep_v1:5-204604-A-24,esc50:204604,0,coughing,transient,ESC-50,coughing,EXACT,204604,fold_5,raw/esc50/ESC-50-master/audio/5-204604-A-24.wav,a0246cf0d122038d7665c037f3c0f74dd5f4efe8334c4e4ab1b3aa94651c9b1f,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=204604 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-16.790046,0.000660743,0.008689342,0.935183673,0.324081633,AUTO_PASS,
esc50:207681:clsdoa_v1_srcprep_v1:5-207681-A-24,esc50:207681,0,coughing,transient,ESC-50,coughing,EXACT,207681,fold_5,raw/esc50/ESC-50-master/audio/5-207681-A-24.wav,be04f11bf1ea8d8f12d4922c37419d9e7369f65bf6def508b4b164d7f8164f28,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=207681 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-16.341340,0.000097139,0.003941043,0.857863946,0.710680272,AUTO_PASS,
esc50:208761:clsdoa_v1_srcprep_v1:5-208761-A-24,esc50:208761,0,coughing,transient,ESC-50,coughing,EXACT,208761,fold_5,raw/esc50/ESC-50-master/audio/5-208761-A-24.wav,8cbc33a3752174636694712e59a1c597615c7c8ad44fec7d005c343ffb1ed549,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=208761 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.220458984,-35.508798,-0.000006460,0.000000000,0.880108844,0.599455782,AUTO_PASS,
esc50:209719:clsdoa_v1_srcprep_v1:5-209719-A-24,esc50:209719,0,coughing,transient,ESC-50,coughing,EXACT,209719,fold_5,raw/esc50/ESC-50-master/audio/5-209719-A-24.wav,b041042160b4b536fca9d9d0b06a3f820db280a7e8c66526544d2574bc0de744,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=209719 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.456481934,-31.093314,-0.000006824,0.000000000,0.964476190,0.177619048,AUTO_PASS,
esc50:211197:clsdoa_v1_srcprep_v1:5-211197-A-24,esc50:211197,0,coughing,transient,ESC-50,coughing,EXACT,211197,fold_5,raw/esc50/ESC-50-master/audio/5-211197-A-24.wav,1b714d7c87dd8ce622a5dd59d59ebb15afe7f40994ad0dcbe4a9f8064e5caa79,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=211197 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.779296875,-30.488928,-0.000047266,0.000000000,0.972244898,0.138775510,AUTO_PASS,
esc50:251489:clsdoa_v1_srcprep_v1:5-251489-A-24,esc50:251489,0,coughing,transient,ESC-50,coughing,EXACT,251489,fold_5,raw/esc50/ESC-50-master/audio/5-251489-A-24.wav,dbb23515f40248ab07e055c714151bc05fb107d12146cb213bc909fb5b20f17e,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=251489 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.982482910,-26.913210,-0.000000992,0.000000000,0.969142857,0.154285714,AUTO_PASS,
esc50:1791:clsdoa_v1_srcprep_v1:1-1791-A-26,esc50:1791,1,laughing,transient,ESC-50,laughing,EXACT,1791,fold_1,raw/esc50/ESC-50-master/audio/1-1791-A-26.wav,dc6cd665f3d20eed6089d9593a2b776104d8671c57ce6c48e6be030c75a53643,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=1791 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.534545898,-30.629853,0.000015425,0.000000000,0.957120181,0.214399093,AUTO_PASS,
esc50:30039:clsdoa_v1_srcprep_v1:1-30039-A-26,esc50:30039,1,laughing,transient,ESC-50,laughing,EXACT,30039,fold_1,raw/esc50/ESC-50-master/audio/1-30039-A-26.wav,dcb1b2c6686b090bf63775eb79a64d96c243987e6ae66cbb96a4a66610b37809,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=30039 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,1.000000000,-16.266184,-0.001673385,0.000099773,0.638675737,1.806621315,AUTO_PASS,
esc50:30043:clsdoa_v1_srcprep_v1:1-30043-A-26,esc50:30043,1,laughing,transient,ESC-50,laughing,EXACT,30043,fold_1,raw/esc50/ESC-50-master/audio/1-30043-A-26.wav,1f7b0a945875fa57a2c213e8e09afb4898675f87aafd59b2bdbfcaae9f750723,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=30043 take=A,unknown,clsdoa_v1,true,true,5.000000000,44100,1,0.976959229,-19.475303,-0.000210528,0.000000000,0.809718821,0.951405896,AUTO_PASS,
