source_clip_id,base_clip_id,canonical_class_id,canonical_class,temporal_type,source_dataset,source_label,mapping_type,original_id,original_dataset_split,raw_relpath,raw_sha256,original_sample_rate,original_channels,original_duration_sec,license_raw,license_status,provenance_source,pretrain_seen_status,source_asset_root_id,resource_status,decode_ok,finite,duration_sec,sample_rate,channels,peak_abs,rms_dbfs,dc_offset,clip_fraction,silence_or_low_activity_ratio,active_duration_estimate_sec,auto_qc_status,auto_qc_reason
desed:eval:233645_2:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_2.wav,e5e328c5014e44b5f1b4e7a159591dc08edea8522eb01b52cf380ffabb6e1dce,44100,1,1.001927438,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_2.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,1.001927438,44100,1,0.225097656,-24.590113,-0.001335543,0.000000000,0.448545887,0.552517007,AUTO_PASS,
desed:eval:233645_3:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_3.wav,66037bb20978de7c93f7780553a29da3d17d3d2d828b260122ed125cc35520a2,44100,1,1.015850340,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_3.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,1.015850340,44100,1,0.215881348,-25.007869,-0.000543424,0.000000000,0.517310654,0.490340136,AUTO_PASS,
desed:eval:233645_4:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_4.wav,7e5012d029a43dec3c8757a30af99fda689bd162191291fe8823e8d6b2903426,44100,1,1.005396825,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_4.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,1.005396825,44100,1,0.520965576,-17.131968,-0.000353919,0.000000000,0.578284993,0.423990930,AUTO_PASS,
desed:eval:233645_5:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_5.wav,1508a031c820d30c332dd59e3c549d80e19d7d00ad787a46832e71706088e59e,44100,1,1.007981859,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_5.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,1.007981859,44100,1,0.529571533,-17.072892,-0.000662222,0.000000000,0.593111671,0.410136054,AUTO_PASS,
desed:eval:233645_6:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_6.wav,0e84410322d7f83e0c01aeb8b3e1ed3ffffb70a9757d2ed2ea20cbd708f94709,44100,1,0.118594104,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_6.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,0.118594104,44100,1,0.089843750,-27.389500,-0.001402986,0.000000000,0.286424474,0.084625850,AUTO_FLAG,mostly_silence_or_low_activity
desed:eval:233645_7:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_7.wav,f2b3fc34cbf37ea52c41ab319f0f2588ab6e16454086790f795bbceafef355a7,44100,1,1.000907029,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_7.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,1.000907029,44100,1,0.503906250,-16.948393,0.000768636,0.000000000,0.584481196,0.415895692,AUTO_PASS,
desed:eval:233645_8:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_8.wav,812da415b7667e4cc774d3caabde7882290b0f14053db71c1d418aff47c2d04c,44100,1,0.992086168,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_8.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,0.992086168,44100,1,0.502471924,-17.009566,0.000725653,0.000000000,0.585769468,0.410952381,AUTO_PASS,
desed:eval:233645_9:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_9.wav,1421b4bb10b256b6923f557bf87bb32dc731568bde9e32d66bd41b7988de4543,44100,1,1.007687075,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_9.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,1.007687075,44100,1,0.492187500,-17.188854,0.001089843,0.000000000,0.583834020,0.419365079,AUTO_PASS,
desed:eval:271399_0:clsdoa_v1_srcprep_v1,desed:eval:271399,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,271399,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_0.wav,cbab91c829864e41a9653d9577509eedbd80dfcc5697f1c3fbb1d301f8ccea4e,44100,1,2.203424036,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_0.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,2.203424036,44100,1,0.389831543,-26.807459,-0.000003329,0.000000000,0.839149541,0.354421769,AUTO_PASS,
desed:eval:271399_1:clsdoa_v1_srcprep_v1,desed:eval:271399,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,271399,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_1.wav,ec18194eaf7ae9f036cb2da89b88579e83ff64e27bde045b32f8a63b1fc86b96,44100,1,2.154739229,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_1.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,2.154739229,44100,1,0.422363281,-23.199027,-0.000004151,0.000000000,0.675303081,0.699637188,AUTO_PASS,
desed:eval:271399_2:clsdoa_v1_srcprep_v1,desed:eval:271399,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,271399,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_2.wav,c375974ad08c722552c9acd2f28c2cf73f2e51b68ba7f55afc9a077fc1e88102,44100,1,1.515759637,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_2.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,1.515759637,44100,1,0.367034912,-22.426327,-0.000004072,0.000000000,0.522701773,0.723469388,AUTO_PASS,
desed:eval:271399_3:clsdoa_v1_srcprep_v1,desed:eval:271399,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,271399,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_3.wav,8f32d8171d2f8e2e2156018131fd13e229240bfff08d222c73213ede99994f25,44100,1,2.475147392,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_3.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,2.475147392,44100,1,0.404357910,-23.957588,-0.000001906,0.000000000,0.689731938,0.767959184,AUTO_PASS,
desed:eval:271399_4:clsdoa_v1_srcprep_v1,desed:eval:271399,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,271399,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_4.wav,50944ebc360afb90845553e100f0c5c06d982f531b54087509f95ed7e0e8a6e6,44100,1,1.895283447,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_4.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,1.895283447,44100,1,0.460083008,-23.001609,-0.000001492,0.000000000,0.660285707,0.643854875,AUTO_PASS,
desed:eval:329896_0:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_0.wav,dd2eafd1b0eb0d47350d1097451443001428d1d3efd6166d3219e90c4ee8445d,44100,1,0.526417234,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_0.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,0.526417234,44100,1,0.306549072,-20.542065,-0.000102028,0.000000000,0.532199009,0.246258503,AUTO_PASS,
desed:eval:329896_1:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_1.wav,6261dc0a1c20b2332ef48b4312ca39576d6e502090c615f2d7e456e081e033bf,44100,1,0.672018141,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_1.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,0.672018141,44100,1,0.302185059,-21.774231,0.000004238,0.000000000,0.636017006,0.244603175,AUTO_PASS,
desed:eval:329896_10:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_10.wav,47161f238ac7a5f0fb7934c2040bcf0e09040d55f7fdbb46461e66e3ac624003,44100,1,0.534149660,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_10.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,0.534149660,44100,1,0.336547852,-18.554909,-0.000062868,0.000000000,0.543937850,0.243605442,AUTO_PASS,
desed:eval:329896_11:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_11.wav,be8ba650956f2b8399841f84957817e4a260ed5eade7720df9e8e6f1716bb926,44100,1,0.552630385,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_11.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,0.552630385,44100,1,0.341430664,-18.470006,-0.000079743,0.000000000,0.561897337,0.242108844,AUTO_PASS,
desed:eval:329896_12:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_12.wav,10ae73defd38993cc781f2647256c989dfca0360f8d3dfaebf962416fb004c17,44100,1,0.559229025,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_12.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,0.559229025,44100,1,0.349426270,-18.364953,-0.000022259,0.000000000,0.565282621,0.243106576,AUTO_PASS,
desed:eval:329896_13:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_13.wav,3d9c81a55d1fa40b2f4c7413dd42838af2aefa9853f7004e6e0578ba4faa5ca8,44100,1,0.537596372,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_13.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,0.537596372,44100,1,0.340789795,-18.368560,-0.000026289,0.000000000,0.551121984,0.241315193,AUTO_PASS,
desed:eval:329896_14:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_14.wav,f4af2a9c8d8c78d8fbbb460f0dd679bff649f2e52ae38f6b45066baa95abd3cb,44100,1,0.531678005,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_14.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,0.531678005,44100,1,0.332580566,-18.317927,-0.000079732,0.000000000,0.541604470,0.243718821,AUTO_PASS,
desed:eval:329896_15:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_15.wav,984c7d8f41678629303bf1cd14f628e0235e3faf16a8f5030c3a9b44fd73fffa,44100,1,0.571995465,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_15.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,0.571995465,44100,1,0.347259521,-18.599459,0.000012964,0.000000000,0.581605550,0.239319728,AUTO_PASS,
desed:eval:329896_16:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_16.wav,fc42e9a74d8c2ac9dd6a4d1afa9ff666cf04d894789b2dae7cb8b2aa026906aa,44100,1,0.538004535,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_16.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT,true,true,0.538004535,44100,1,0.355621338,-18.015465,-0.000067355,0.000000000,0.554750063,0.239546485,AUTO_PASS,
