source_clip_id,base_clip_id,canonical_class_id,canonical_class,temporal_type,source_dataset,source_label,mapping_type,original_id,original_dataset_split,raw_relpath,raw_sha256,original_sample_rate,original_channels,original_duration_sec,license_raw,license_status,provenance_source,pretrain_seen_status,source_asset_root_id,resource_status
desed:eval:233645_14:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_14.wav,c7ed22dee5284f76f7dac56840e142184dc429651fda749104a6b7923fd5b70b,44100,1,0.111904762,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_14.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:233645_15:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_15.wav,d42d99670d44de8b5e7355e70e23b7801f5f3532db1a3d534ab651344ce71713,44100,1,1.119433107,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_15.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:233645_16:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_16.wav,c3056946b36aaf1df202b80d2a9915ca6cc4a25d833eacf93b3511f2ddb46f3a,44100,1,0.096666667,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_16.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:233645_17:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_17.wav,4dcf1840e6916bbbae1b04d930b6e4dbaae178253bf4a8bc5bd88b7e88eabeb7,44100,1,1.012312925,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_17.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:233645_2:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_2.wav,e5e328c5014e44b5f1b4e7a159591dc08edea8522eb01b52cf380ffabb6e1dce,44100,1,1.001927438,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_2.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:233645_3:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_3.wav,66037bb20978de7c93f7780553a29da3d17d3d2d828b260122ed125cc35520a2,44100,1,1.015850340,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_3.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:233645_4:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_4.wav,7e5012d029a43dec3c8757a30af99fda689bd162191291fe8823e8d6b2903426,44100,1,1.005396825,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_4.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:233645_5:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_5.wav,1508a031c820d30c332dd59e3c549d80e19d7d00ad787a46832e71706088e59e,44100,1,1.007981859,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_5.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:233645_6:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_6.wav,0e84410322d7f83e0c01aeb8b3e1ed3ffffb70a9757d2ed2ea20cbd708f94709,44100,1,0.118594104,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_6.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:233645_7:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_7.wav,f2b3fc34cbf37ea52c41ab319f0f2588ab6e16454086790f795bbceafef355a7,44100,1,1.000907029,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_7.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:233645_8:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_8.wav,812da415b7667e4cc774d3caabde7882290b0f14053db71c1d418aff47c2d04c,44100,1,0.992086168,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_8.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:233645_9:clsdoa_v1_srcprep_v1,desed:eval:233645,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,233645,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_9.wav,1421b4bb10b256b6923f557bf87bb32dc731568bde9e32d66bd41b7988de4543,44100,1,1.007687075,http://creativecommons.org/licenses/by-nc/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/233645_9.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:271399_0:clsdoa_v1_srcprep_v1,desed:eval:271399,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,271399,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_0.wav,cbab91c829864e41a9653d9577509eedbd80dfcc5697f1c3fbb1d301f8ccea4e,44100,1,2.203424036,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_0.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:271399_1:clsdoa_v1_srcprep_v1,desed:eval:271399,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,271399,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_1.wav,ec18194eaf7ae9f036cb2da89b88579e83ff64e27bde045b32f8a63b1fc86b96,44100,1,2.154739229,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_1.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:271399_2:clsdoa_v1_srcprep_v1,desed:eval:271399,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,271399,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_2.wav,c375974ad08c722552c9acd2f28c2cf73f2e51b68ba7f55afc9a077fc1e88102,44100,1,1.515759637,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_2.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:271399_3:clsdoa_v1_srcprep_v1,desed:eval:271399,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,271399,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_3.wav,8f32d8171d2f8e2e2156018131fd13e229240bfff08d222c73213ede99994f25,44100,1,2.475147392,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_3.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:271399_4:clsdoa_v1_srcprep_v1,desed:eval:271399,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,271399,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_4.wav,50944ebc360afb90845553e100f0c5c06d982f531b54087509f95ed7e0e8a6e6,44100,1,1.895283447,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/271399_4.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_0:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_0.wav,dd2eafd1b0eb0d47350d1097451443001428d1d3efd6166d3219e90c4ee8445d,44100,1,0.526417234,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_0.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_1:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_1.wav,6261dc0a1c20b2332ef48b4312ca39576d6e502090c615f2d7e456e081e033bf,44100,1,0.672018141,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_1.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_10:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_10.wav,47161f238ac7a5f0fb7934c2040bcf0e09040d55f7fdbb46461e66e3ac624003,44100,1,0.534149660,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_10.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_11:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_11.wav,be8ba650956f2b8399841f84957817e4a260ed5eade7720df9e8e6f1716bb926,44100,1,0.552630385,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_11.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_12:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_12.wav,10ae73defd38993cc781f2647256c989dfca0360f8d3dfaebf962416fb004c17,44100,1,0.559229025,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_12.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_13:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_13.wav,3d9c81a55d1fa40b2f4c7413dd42838af2aefa9853f7004e6e0578ba4faa5ca8,44100,1,0.537596372,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_13.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_14:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_14.wav,f4af2a9c8d8c78d8fbbb460f0dd679bff649f2e52ae38f6b45066baa95abd3cb,44100,1,0.531678005,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_14.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_15:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_15.wav,984c7d8f41678629303bf1cd14f628e0235e3faf16a8f5030c3a9b44fd73fffa,44100,1,0.571995465,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_15.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_16:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_16.wav,fc42e9a74d8c2ac9dd6a4d1afa9ff666cf04d894789b2dae7cb8b2aa026906aa,44100,1,0.538004535,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_16.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_17:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_17.wav,9e2f9d5ed3f1ea4fcf1255b1fe59cf98f1cb398c0a1b35f3d44a2ec4151ff67e,44100,1,0.605011338,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_17.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_18:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_18.wav,eec1000611d477a54922e1bcf059d6f6edafdb0a8ec55e7ceb2e5079660f28a6,44100,1,0.564943311,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_18.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_19:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_19.wav,ccdb132eea1e9c69855ab7b1f8151bbdc46f87fd8594dbb0b088dad559c3561b,44100,1,0.615895692,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_19.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_2:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_2.wav,d09bd9f71c6cf33f03997dd0a949120d71fbc5cd71226ee6c3509cab3ec48e23,44100,1,0.686780045,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_2.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_20:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_20.wav,3747d982df3389d8859d304f13149237eb6d2fefb70d74f896d0871e9c54e6b3,44100,1,0.610408163,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_20.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_3:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_3.wav,39aad88b21902e1096e031701b93d7cde696f748b1240d008f686d66e478f857,44100,1,0.555464853,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_3.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_4:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_4.wav,26315eee202fc0dc76646cf207748985e70607faa59fa81a7b9bfb1669f1781f,44100,1,0.564489796,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_4.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
desed:eval:329896_5:clsdoa_v1_srcprep_v1,desed:eval:329896,4,clock_alarm,transient,DESED isolated foreground,Alarm_bell_ringing,SEMANTIC_STRONG,329896,eval,raw/desed/extracted/audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_5.wav,b8348a60fefbfa71e7f49f89c6fb60ef97f1a1ed6cf6d9c116e965d559c0ee9f,44100,1,0.547528345,http://creativecommons.org/licenses/by/3.0/,PER_RECORDING_METADATA,DESED_synth_soundbank.tar.gz; audio/eval/soundbank/foreground/Alarm_bell_ringing/329896_5.wav ; official eval license TSV,unknown,clsdoa_v1,PRESENT
